,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
4684,61421,Margin of Error,Did not work,36.0,8.6,84.0
4685,61421,Margin of Error,Population 16 years and over,48.0,4.2,145.0
4686,61421,Margin of Error,"Worked full-time, year-round in the past 12 months",19.0,4.2,75.0
4687,61421,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,2.9,59.0
4688,61422,Estimate,Did not work,208.0,21.8,956.0
4689,61422,Estimate,Population 16 years and over,305.0,12.1,2514.0
4690,61422,Estimate,"Worked full-time, year-round in the past 12 months",16.0,1.6,1030.0
4691,61422,Estimate,Worked part-time or part-year in the past 12 months,81.0,15.3,528.0
4692,61422,Margin of Error,Did not work,114.0,10.5,185.0
4693,61422,Margin of Error,Population 16 years and over,130.0,5.2,111.0
4694,61422,Margin of Error,"Worked full-time, year-round in the past 12 months",17.0,1.7,157.0
4695,61422,Margin of Error,Worked part-time or part-year in the past 12 months,66.0,12.0,147.0
4696,61423,Estimate,Did not work,20.0,11.2,179.0
4697,61423,Estimate,Population 16 years and over,56.0,10.9,514.0
4698,61423,Estimate,"Worked full-time, year-round in the past 12 months",12.0,6.3,191.0
4699,61423,Estimate,Worked part-time or part-year in the past 12 months,24.0,16.7,144.0
4700,61423,Margin of Error,Did not work,22.0,12.1,62.0
4701,61423,Margin of Error,Population 16 years and over,45.0,8.6,166.0
4702,61423,Margin of Error,"Worked full-time, year-round in the past 12 months",18.0,9.8,94.0
4703,61423,Margin of Error,Worked part-time or part-year in the past 12 months,32.0,27.5,133.0
4704,61424,Estimate,Did not work,0.0,0.0,6.0
4705,61424,Estimate,Population 16 years and over,3.0,6.8,44.0
4706,61424,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,19.0
4707,61424,Estimate,Worked part-time or part-year in the past 12 months,3.0,15.8,19.0
4708,61424,Margin of Error,Did not work,12.0,100.0,7.0
4709,61424,Margin of Error,Population 16 years and over,4.0,10.9,37.0
4710,61424,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,68.0,19.0
4711,61424,Margin of Error,Worked part-time or part-year in the past 12 months,4.0,26.6,19.0
4712,61425,Estimate,Did not work,23.0,11.6,198.0
4713,61425,Estimate,Population 16 years and over,23.0,5.0,457.0
4714,61425,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,211.0
4715,61425,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,48.0
4716,61425,Margin of Error,Did not work,23.0,12.9,87.0
4717,61425,Margin of Error,Population 16 years and over,23.0,5.7,159.0
4718,61425,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,14.2,127.0
4719,61425,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,42.8,29.0
4720,61426,Estimate,Did not work,10.0,50.0,20.0
4721,61426,Estimate,Population 16 years and over,24.0,28.2,85.0
4722,61426,Estimate,"Worked full-time, year-round in the past 12 months",6.0,12.5,48.0
4723,61426,Estimate,Worked part-time or part-year in the past 12 months,8.0,47.1,17.0
4724,61426,Margin of Error,Did not work,14.0,50.0,20.0
4725,61426,Margin of Error,Population 16 years and over,33.0,34.1,64.0
4726,61426,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,21.6,46.0
4727,61426,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,52.9,16.0
4728,61427,Estimate,Did not work,38.0,5.3,712.0
4729,61427,Estimate,Population 16 years and over,166.0,9.6,1731.0
4730,61427,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,665.0
4731,61427,Estimate,Worked part-time or part-year in the past 12 months,128.0,36.2,354.0
4732,61427,Margin of Error,Did not work,23.0,3.4,114.0
4733,61427,Margin of Error,Population 16 years and over,58.0,3.3,191.0
4734,61427,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,4.8,147.0
4735,61427,Margin of Error,Worked part-time or part-year in the past 12 months,49.0,12.0,100.0
4736,61428,Estimate,Did not work,28.0,6.9,408.0
4737,61428,Estimate,Population 16 years and over,99.0,12.5,789.0
4738,61428,Estimate,"Worked full-time, year-round in the past 12 months",18.0,6.9,260.0
4739,61428,Estimate,Worked part-time or part-year in the past 12 months,53.0,43.8,121.0
4740,61428,Margin of Error,Did not work,21.0,5.2,107.0
4741,61428,Margin of Error,Population 16 years and over,62.0,7.2,152.0
4742,61428,Margin of Error,"Worked full-time, year-round in the past 12 months",19.0,7.0,69.0
4743,61428,Margin of Error,Worked part-time or part-year in the past 12 months,32.0,19.6,42.0
4744,61430,Estimate,Did not work,34.0,17.8,191.0
4745,61430,Estimate,Population 16 years and over,49.0,9.6,508.0
4746,61430,Estimate,"Worked full-time, year-round in the past 12 months",2.0,0.9,221.0
4747,61430,Estimate,Worked part-time or part-year in the past 12 months,13.0,13.5,96.0
4748,61430,Margin of Error,Did not work,26.0,12.1,47.0
4749,61430,Margin of Error,Population 16 years and over,25.0,4.7,81.0
4750,61430,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,1.3,49.0
4751,61430,Margin of Error,Worked part-time or part-year in the past 12 months,15.0,14.6,31.0
4752,61431,Estimate,Did not work,21.0,18.9,111.0
4753,61431,Estimate,Population 16 years and over,21.0,10.1,208.0
4754,61431,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,60.0
4755,61431,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,37.0
4756,61431,Margin of Error,Did not work,17.0,15.0,54.0
4757,61431,Margin of Error,Population 16 years and over,17.0,8.0,83.0
4758,61431,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,38.3,35.0
4759,61431,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,48.8,28.0
4760,61432,Estimate,Did not work,16.0,8.8,182.0
4761,61432,Estimate,Population 16 years and over,34.0,6.5,524.0
4762,61432,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,240.0
4763,61432,Estimate,Worked part-time or part-year in the past 12 months,18.0,17.6,102.0
4764,61432,Margin of Error,Did not work,12.0,6.4,45.0
4765,61432,Margin of Error,Population 16 years and over,23.0,4.3,105.0
4766,61432,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,12.6,74.0
4767,61432,Margin of Error,Worked part-time or part-year in the past 12 months,16.0,14.5,36.0
4768,61433,Estimate,Did not work,0.0,0.0,39.0
4769,61433,Estimate,Population 16 years and over,0.0,0.0,115.0
4770,61433,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,62.0
4771,61433,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,14.0
4772,61433,Margin of Error,Did not work,12.0,47.5,40.0
4773,61433,Margin of Error,Population 16 years and over,12.0,24.3,120.0
4774,61433,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,37.6,87.0
4775,61433,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,79.3,20.0
4776,61434,Estimate,Did not work,170.0,20.8,818.0
4777,61434,Estimate,Population 16 years and over,277.0,12.2,2270.0
4778,61434,Estimate,"Worked full-time, year-round in the past 12 months",33.0,3.4,968.0
4779,61434,Estimate,Worked part-time or part-year in the past 12 months,74.0,15.3,484.0
4780,61434,Margin of Error,Did not work,97.0,10.5,135.0
4781,61434,Margin of Error,Population 16 years and over,108.0,4.8,149.0
4782,61434,Margin of Error,"Worked full-time, year-round in the past 12 months",32.0,3.2,117.0
4783,61434,Margin of Error,Worked part-time or part-year in the past 12 months,35.0,7.4,121.0
4784,61435,Estimate,Did not work,0.0,,0.0
4785,61435,Estimate,Population 16 years and over,0.0,0.0,13.0
4786,61435,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,13.0
4787,61435,Estimate,Worked part-time or part-year in the past 12 months,0.0,,0.0
4788,61435,Margin of Error,Did not work,12.0,,12.0
4789,61435,Margin of Error,Population 16 years and over,12.0,82.3,21.0
4790,61435,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,82.3,21.0
4791,61435,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,,12.0
4792,61436,Estimate,Did not work,6.0,2.6,232.0
4793,61436,Estimate,Population 16 years and over,38.0,5.7,667.0
4794,61436,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,264.0
4795,61436,Estimate,Worked part-time or part-year in the past 12 months,32.0,18.7,171.0
4796,61436,Margin of Error,Did not work,9.0,4.0,114.0
4797,61436,Margin of Error,Population 16 years and over,29.0,4.5,187.0
4798,61436,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,11.6,81.0
4799,61436,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,16.1,87.0
4800,61437,Estimate,Did not work,16.0,9.2,173.0
4801,61437,Estimate,Population 16 years and over,21.0,3.7,570.0
4802,61437,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,267.0
4803,61437,Estimate,Worked part-time or part-year in the past 12 months,5.0,3.8,130.0
4804,61437,Margin of Error,Did not work,16.0,9.7,59.0
4805,61437,Margin of Error,Population 16 years and over,19.0,3.5,107.0
4806,61437,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,11.4,76.0
4807,61437,Margin of Error,Worked part-time or part-year in the past 12 months,6.0,5.1,44.0
4808,61438,Estimate,Did not work,13.0,6.7,195.0
4809,61438,Estimate,Population 16 years and over,38.0,6.1,618.0
4810,61438,Estimate,"Worked full-time, year-round in the past 12 months",8.0,3.3,239.0
4811,61438,Estimate,Worked part-time or part-year in the past 12 months,17.0,9.2,184.0
4812,61438,Margin of Error,Did not work,8.0,4.4,68.0
4813,61438,Margin of Error,Population 16 years and over,17.0,3.0,131.0
4814,61438,Margin of Error,"Worked full-time, year-round in the past 12 months",10.0,4.3,67.0
4815,61438,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,7.1,77.0
4816,61439,Estimate,Did not work,8.0,11.4,70.0
4817,61439,Estimate,Population 16 years and over,29.0,14.5,200.0
4818,61439,Estimate,"Worked full-time, year-round in the past 12 months",7.0,10.0,70.0
4819,61439,Estimate,Worked part-time or part-year in the past 12 months,14.0,23.3,60.0
4820,61439,Margin of Error,Did not work,8.0,11.5,24.0
4821,61439,Margin of Error,Population 16 years and over,20.0,8.5,52.0
4822,61439,Margin of Error,"Worked full-time, year-round in the past 12 months",11.0,13.4,29.0
4823,61439,Margin of Error,Worked part-time or part-year in the past 12 months,13.0,17.8,24.0
4824,61440,Estimate,Did not work,28.0,17.9,156.0
4825,61440,Estimate,Population 16 years and over,66.0,11.6,569.0
4826,61440,Estimate,"Worked full-time, year-round in the past 12 months",23.0,9.3,246.0
4827,61440,Estimate,Worked part-time or part-year in the past 12 months,15.0,9.0,167.0
4828,61440,Margin of Error,Did not work,21.0,12.0,48.0
4829,61440,Margin of Error,Population 16 years and over,45.0,7.7,118.0
4830,61440,Margin of Error,"Worked full-time, year-round in the past 12 months",38.0,14.8,71.0
4831,61440,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,8.1,68.0
4832,61441,Estimate,Did not work,26.0,10.4,249.0
4833,61441,Estimate,Population 16 years and over,106.0,13.6,777.0
4834,61441,Estimate,"Worked full-time, year-round in the past 12 months",6.0,1.9,318.0
4835,61441,Estimate,Worked part-time or part-year in the past 12 months,74.0,35.2,210.0
4836,61441,Margin of Error,Did not work,17.0,6.8,66.0
4837,61441,Margin of Error,Population 16 years and over,56.0,7.3,165.0
4838,61441,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,3.0,93.0
4839,61441,Margin of Error,Worked part-time or part-year in the past 12 months,50.0,19.8,78.0
4840,61442,Estimate,Did not work,36.0,10.7,338.0
4841,61442,Estimate,Population 16 years and over,68.0,10.8,632.0
4842,61442,Estimate,"Worked full-time, year-round in the past 12 months",7.0,5.1,137.0
4843,61442,Estimate,Worked part-time or part-year in the past 12 months,25.0,15.9,157.0
4844,61442,Margin of Error,Did not work,13.0,5.3,134.0
4845,61442,Margin of Error,Population 16 years and over,26.0,4.6,152.0
4846,61442,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,4.8,52.0
4847,61442,Margin of Error,Worked part-time or part-year in the past 12 months,22.0,13.5,43.0
4848,61443,Estimate,Did not work,1162.0,27.5,4221.0
4849,61443,Estimate,Population 16 years and over,1770.0,16.9,10458.0
4850,61443,Estimate,"Worked full-time, year-round in the past 12 months",243.0,6.1,3978.0
4851,61443,Estimate,Worked part-time or part-year in the past 12 months,365.0,16.2,2259.0
4852,61443,Margin of Error,Did not work,273.0,5.2,420.0
4853,61443,Margin of Error,Population 16 years and over,321.0,3.0,312.0
4854,61443,Margin of Error,"Worked full-time, year-round in the past 12 months",119.0,3.1,306.0
4855,61443,Margin of Error,Worked part-time or part-year in the past 12 months,174.0,7.1,326.0
4856,61447,Estimate,Did not work,34.0,15.7,217.0
4857,61447,Estimate,Population 16 years and over,56.0,6.5,864.0
4858,61447,Estimate,"Worked full-time, year-round in the past 12 months",9.0,1.9,465.0
4859,61447,Estimate,Worked part-time or part-year in the past 12 months,13.0,7.1,182.0
4860,61447,Margin of Error,Did not work,23.0,10.3,60.0
4861,61447,Margin of Error,Population 16 years and over,31.0,3.9,210.0
4862,61447,Margin of Error,"Worked full-time, year-round in the past 12 months",11.0,2.5,168.0
4863,61447,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,6.2,61.0
4864,61448,Estimate,Did not work,181.0,18.0,1007.0
4865,61448,Estimate,Population 16 years and over,221.0,8.0,2769.0
4866,61448,Estimate,"Worked full-time, year-round in the past 12 months",4.0,0.4,1101.0
4867,61448,Estimate,Worked part-time or part-year in the past 12 months,36.0,5.4,661.0
4868,61448,Margin of Error,Did not work,113.0,9.6,163.0
4869,61448,Margin of Error,Population 16 years and over,114.0,4.0,204.0
4870,61448,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,0.5,133.0
4871,61448,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,4.4,98.0
4872,61449,Estimate,Did not work,20.0,20.6,97.0
4873,61449,Estimate,Population 16 years and over,20.0,9.9,203.0
4874,61449,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,87.0
4875,61449,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,19.0
4876,61449,Margin of Error,Did not work,16.0,14.8,34.0
4877,61449,Margin of Error,Population 16 years and over,16.0,7.8,54.0
4878,61449,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,30.2,41.0
4879,61449,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,68.0,12.0
4880,61450,Estimate,Did not work,35.0,6.5,539.0
4881,61450,Estimate,Population 16 years and over,89.0,6.1,1463.0
4882,61450,Estimate,"Worked full-time, year-round in the past 12 months",14.0,2.2,639.0
4883,61450,Estimate,Worked part-time or part-year in the past 12 months,40.0,14.0,285.0
4884,61450,Margin of Error,Did not work,21.0,4.0,130.0
4885,61450,Margin of Error,Population 16 years and over,44.0,3.0,232.0
4886,61450,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,1.9,131.0
4887,61450,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,8.7,84.0
4888,61451,Estimate,Did not work,8.0,14.5,55.0
4889,61451,Estimate,Population 16 years and over,8.0,3.9,207.0
4890,61451,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,90.0
4891,61451,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,62.0
4892,61451,Margin of Error,Did not work,13.0,22.5,27.0
4893,61451,Margin of Error,Population 16 years and over,13.0,6.4,92.0
4894,61451,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,29.4,43.0
4895,61451,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,37.6,35.0
4896,61452,Estimate,Did not work,10.0,22.2,45.0
4897,61452,Estimate,Population 16 years and over,10.0,5.8,173.0
4898,61452,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,93.0
4899,61452,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,35.0
4900,61452,Margin of Error,Did not work,11.0,20.3,20.0
4901,61452,Margin of Error,Population 16 years and over,11.0,6.5,57.0
4902,61452,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,28.7,41.0
4903,61452,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,50.1,28.0
4904,61453,Estimate,Did not work,15.0,11.5,131.0
4905,61453,Estimate,Population 16 years and over,29.0,5.5,530.0
4906,61453,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,287.0
4907,61453,Estimate,Worked part-time or part-year in the past 12 months,14.0,12.5,112.0
4908,61453,Margin of Error,Did not work,11.0,9.9,71.0
4909,61453,Margin of Error,Population 16 years and over,25.0,4.9,127.0
4910,61453,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,10.7,87.0
4911,61453,Margin of Error,Worked part-time or part-year in the past 12 months,22.0,17.9,42.0
4912,61454,Estimate,Did not work,28.0,15.6,179.0
4913,61454,Estimate,Population 16 years and over,41.0,11.6,354.0
4914,61454,Estimate,"Worked full-time, year-round in the past 12 months",10.0,9.6,104.0
4915,61454,Estimate,Worked part-time or part-year in the past 12 months,3.0,4.2,71.0
4916,61454,Margin of Error,Did not work,24.0,11.9,58.0
4917,61454,Margin of Error,Population 16 years and over,35.0,9.2,92.0
4918,61454,Margin of Error,"Worked full-time, year-round in the past 12 months",17.0,14.5,46.0
4919,61454,Margin of Error,Worked part-time or part-year in the past 12 months,4.0,5.8,33.0
4920,61455,Estimate,Did not work,1310.0,26.4,4957.0
4921,61455,Estimate,Population 16 years and over,3740.0,26.3,14240.0
4922,61455,Estimate,"Worked full-time, year-round in the past 12 months",216.0,4.4,4860.0
4923,61455,Estimate,Worked part-time or part-year in the past 12 months,2214.0,50.1,4423.0
4924,61455,Margin of Error,Did not work,386.0,6.7,522.0
4925,61455,Margin of Error,Population 16 years and over,501.0,3.5,422.0
4926,61455,Margin of Error,"Worked full-time, year-round in the past 12 months",136.0,2.7,543.0
4927,61455,Margin of Error,Worked part-time or part-year in the past 12 months,526.0,8.8,548.0
4928,61458,Estimate,Did not work,45.0,23.6,191.0
4929,61458,Estimate,Population 16 years and over,63.0,14.1,447.0
4930,61458,Estimate,"Worked full-time, year-round in the past 12 months",7.0,3.9,178.0
4931,61458,Estimate,Worked part-time or part-year in the past 12 months,11.0,14.1,78.0
4932,61458,Margin of Error,Did not work,25.0,12.9,50.0
4933,61458,Margin of Error,Population 16 years and over,32.0,7.1,90.0
4934,61458,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,5.2,46.0
4935,61458,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,13.4,36.0
4936,61459,Estimate,Did not work,3.0,3.3,90.0
4937,61459,Estimate,Population 16 years and over,3.0,1.0,306.0
4938,61459,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,170.0
4939,61459,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,46.0
4940,61459,Margin of Error,Did not work,5.0,6.5,50.0
4941,61459,Margin of Error,Population 16 years and over,5.0,1.7,93.0
4942,61459,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,17.3,58.0
4943,61459,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,43.7,21.0
4944,61460,Estimate,Did not work,9.0,9.8,92.0
4945,61460,Estimate,Population 16 years and over,18.0,8.1,223.0
4946,61460,Estimate,"Worked full-time, year-round in the past 12 months",2.0,1.9,104.0
4947,61460,Estimate,Worked part-time or part-year in the past 12 months,7.0,25.9,27.0
4948,61460,Margin of Error,Did not work,11.0,11.8,41.0
4949,61460,Margin of Error,Population 16 years and over,17.0,7.7,83.0
4950,61460,Margin of Error,"Worked full-time, year-round in the past 12 months",3.0,2.7,45.0
4951,61460,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,26.5,18.0
4952,61462,Estimate,Did not work,442.0,16.4,2688.0
4953,61462,Estimate,Population 16 years and over,936.0,11.8,7945.0
4954,61462,Estimate,"Worked full-time, year-round in the past 12 months",88.0,2.7,3266.0
4955,61462,Estimate,Worked part-time or part-year in the past 12 months,406.0,20.4,1991.0
4956,61462,Margin of Error,Did not work,121.0,4.3,274.0
4957,61462,Margin of Error,Population 16 years and over,207.0,2.5,253.0
4958,61462,Margin of Error,"Worked full-time, year-round in the past 12 months",63.0,2.0,277.0
4959,61462,Margin of Error,Worked part-time or part-year in the past 12 months,140.0,6.2,256.0
4960,61465,Estimate,Did not work,47.0,13.2,355.0
4961,61465,Estimate,Population 16 years and over,75.0,7.4,1011.0
4962,61465,Estimate,"Worked full-time, year-round in the past 12 months",12.0,2.8,428.0
4963,61465,Estimate,Worked part-time or part-year in the past 12 months,16.0,7.0,228.0
4964,61465,Margin of Error,Did not work,33.0,10.5,107.0
4965,61465,Margin of Error,Population 16 years and over,46.0,4.9,155.0
4966,61465,Margin of Error,"Worked full-time, year-round in the past 12 months",13.0,3.2,115.0
4967,61465,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,5.4,66.0
4968,61466,Estimate,Did not work,10.0,13.0,77.0
4969,61466,Estimate,Population 16 years and over,18.0,6.7,268.0
4970,61466,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,133.0
4971,61466,Estimate,Worked part-time or part-year in the past 12 months,8.0,13.8,58.0
4972,61466,Margin of Error,Did not work,13.0,16.7,38.0
4973,61466,Margin of Error,Population 16 years and over,22.0,8.1,90.0
4974,61466,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,21.5,54.0
4975,61466,Margin of Error,Worked part-time or part-year in the past 12 months,10.0,17.1,30.0
4976,61467,Estimate,Did not work,25.0,7.9,317.0
4977,61467,Estimate,Population 16 years and over,30.0,3.2,924.0
4978,61467,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,419.0
4979,61467,Estimate,Worked part-time or part-year in the past 12 months,5.0,2.7,188.0
4980,61467,Margin of Error,Did not work,26.0,11.4,207.0
4981,61467,Margin of Error,Population 16 years and over,26.0,3.1,263.0
4982,61467,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,7.5,92.0
4983,61467,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,3.8,61.0
4984,61468,Estimate,Did not work,22.0,48.9,45.0
4985,61468,Estimate,Population 16 years and over,47.0,34.6,136.0
4986,61468,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,42.0
4987,61468,Estimate,Worked part-time or part-year in the past 12 months,25.0,51.0,49.0
4988,61468,Margin of Error,Did not work,26.0,18.6,48.0
4989,61468,Margin of Error,Population 16 years and over,59.0,30.3,96.0
4990,61468,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,45.8,31.0
4991,61468,Margin of Error,Worked part-time or part-year in the past 12 months,33.0,51.0,44.0
4992,61469,Estimate,Did not work,61.0,10.0,611.0
4993,61469,Estimate,Population 16 years and over,196.0,10.6,1843.0
4994,61469,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,676.0
4995,61469,Estimate,Worked part-time or part-year in the past 12 months,135.0,24.3,556.0
4996,61469,Margin of Error,Did not work,40.0,6.3,135.0
4997,61469,Margin of Error,Population 16 years and over,97.0,5.1,201.0
4998,61469,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,4.7,139.0
4999,61469,Margin of Error,Worked part-time or part-year in the past 12 months,73.0,11.2,126.0
5000,61470,Estimate,Did not work,29.0,15.5,187.0
5001,61470,Estimate,Population 16 years and over,60.0,11.5,521.0
5002,61470,Estimate,"Worked full-time, year-round in the past 12 months",30.0,14.2,211.0
5003,61470,Estimate,Worked part-time or part-year in the past 12 months,1.0,0.8,123.0
5004,61470,Margin of Error,Did not work,16.0,9.7,83.0
5005,61470,Margin of Error,Population 16 years and over,47.0,9.6,175.0
5006,61470,Margin of Error,"Worked full-time, year-round in the past 12 months",42.0,19.5,88.0
5007,61470,Margin of Error,Worked part-time or part-year in the past 12 months,2.0,2.0,64.0
5008,61471,Estimate,Did not work,0.0,0.0,29.0
5009,61471,Estimate,Population 16 years and over,0.0,0.0,82.0
5010,61471,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,40.0
5011,61471,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,13.0
5012,61471,Margin of Error,Did not work,12.0,55.1,16.0
5013,61471,Margin of Error,Population 16 years and over,12.0,31.5,33.0
5014,61471,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,46.9,22.0
5015,61471,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,82.3,12.0
5016,61472,Estimate,Did not work,24.0,12.4,194.0
5017,61472,Estimate,Population 16 years and over,24.0,5.2,458.0
5018,61472,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,184.0
5019,61472,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,80.0
5020,61472,Margin of Error,Did not work,20.0,9.5,65.0
5021,61472,Margin of Error,Population 16 years and over,20.0,4.3,107.0
5022,61472,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,16.1,86.0
5023,61472,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,32.1,39.0
5024,61473,Estimate,Did not work,39.0,10.7,365.0
5025,61473,Estimate,Population 16 years and over,55.0,5.8,953.0
5026,61473,Estimate,"Worked full-time, year-round in the past 12 months",5.0,1.3,389.0
5027,61473,Estimate,Worked part-time or part-year in the past 12 months,11.0,5.5,199.0
5028,61473,Margin of Error,Did not work,24.0,6.4,86.0
5029,61473,Margin of Error,Population 16 years and over,31.0,3.0,136.0
5030,61473,Margin of Error,"Worked full-time, year-round in the past 12 months",9.0,2.2,86.0
5031,61473,Margin of Error,Worked part-time or part-year in the past 12 months,11.0,5.6,60.0
5032,61474,Estimate,Did not work,7.0,16.7,42.0
5033,61474,Estimate,Population 16 years and over,20.0,10.8,185.0
5034,61474,Estimate,"Worked full-time, year-round in the past 12 months",8.0,7.2,111.0
5035,61474,Estimate,Worked part-time or part-year in the past 12 months,5.0,15.6,32.0
5036,61474,Margin of Error,Did not work,9.0,18.7,21.0
5037,61474,Margin of Error,Population 16 years and over,16.0,8.6,59.0
5038,61474,Margin of Error,"Worked full-time, year-round in the past 12 months",10.0,9.4,45.0
5039,61474,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,19.8,21.0
5040,61475,Estimate,Did not work,4.0,6.3,64.0
5041,61475,Estimate,Population 16 years and over,4.0,2.3,173.0
5042,61475,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,94.0
5043,61475,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,15.0
5044,61475,Margin of Error,Did not work,6.0,11.2,32.0
5045,61475,Margin of Error,Population 16 years and over,6.0,3.9,67.0
5046,61475,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,28.5,56.0
5047,61475,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,76.6,11.0
5048,61476,Estimate,Did not work,15.0,19.7,76.0
5049,61476,Estimate,Population 16 years and over,25.0,7.2,349.0
5050,61476,Estimate,"Worked full-time, year-round in the past 12 months",6.0,3.8,158.0
5051,61476,Estimate,Worked part-time or part-year in the past 12 months,4.0,3.5,115.0
5052,61476,Margin of Error,Did not work,14.0,16.5,27.0
5053,61476,Margin of Error,Population 16 years and over,20.0,5.8,79.0
5054,61476,Margin of Error,"Worked full-time, year-round in the past 12 months",8.0,5.1,54.0
5055,61476,Margin of Error,Worked part-time or part-year in the past 12 months,6.0,5.6,51.0
5056,61477,Estimate,Did not work,60.0,30.2,199.0
5057,61477,Estimate,Population 16 years and over,76.0,17.4,436.0
5058,61477,Estimate,"Worked full-time, year-round in the past 12 months",15.0,10.7,140.0
5059,61477,Estimate,Worked part-time or part-year in the past 12 months,1.0,1.0,97.0
5060,61477,Margin of Error,Did not work,66.0,22.2,83.0
5061,61477,Margin of Error,Population 16 years and over,67.0,11.6,125.0
5062,61477,Margin of Error,"Worked full-time, year-round in the past 12 months",16.0,12.0,63.0
