,Zipcode,Stats,AGE,Below poverty level,Percent below poverty level,Total
14068,61845,Margin of Error,18 to 64 years,12.0,14.6,81.0
14069,61845,Margin of Error,35 to 64 years,12.0,17.5,84.0
14070,61845,Margin of Error,5 to 17 years,12.0,38.9,51.0
14071,61845,Margin of Error,60 years and over,6.0,3.4,98.0
14072,61845,Margin of Error,65 years and over,6.0,7.3,42.0
14073,61845,Margin of Error,Related children of householder under 18 years,12.0,34.1,60.0
14074,61845,Margin of Error,Under 18 years,12.0,34.1,60.0
14075,61845,Margin of Error,Under 5 years,12.0,76.6,15.0
14076,61846,Estimate,18 to 34 years,167.0,19.3,866.0
14077,61846,Estimate,18 to 64 years,411.0,14.4,2850.0
14078,61846,Estimate,35 to 64 years,244.0,12.3,1984.0
14079,61846,Estimate,5 to 17 years,119.0,17.1,696.0
14080,61846,Estimate,60 years and over,31.0,2.0,1576.0
14081,61846,Estimate,65 years and over,25.0,2.2,1162.0
14082,61846,Estimate,Related children of householder under 18 years,241.0,25.2,957.0
14083,61846,Estimate,Under 18 years,241.0,25.2,957.0
14084,61846,Estimate,Under 5 years,122.0,46.7,261.0
14085,61846,Margin of Error,18 to 34 years,80.0,11.3,260.0
14086,61846,Margin of Error,18 to 64 years,178.0,6.4,285.0
14087,61846,Margin of Error,35 to 64 years,150.0,7.2,203.0
14088,61846,Margin of Error,5 to 17 years,75.0,11.4,177.0
14089,61846,Margin of Error,60 years and over,27.0,1.8,232.0
14090,61846,Margin of Error,65 years and over,24.0,2.2,191.0
14091,61846,Margin of Error,Related children of householder under 18 years,134.0,14.2,200.0
14092,61846,Margin of Error,Under 18 years,134.0,14.2,200.0
14093,61846,Margin of Error,Under 5 years,96.0,27.4,137.0
14094,61847,Estimate,18 to 34 years,17.0,9.9,172.0
14095,61847,Estimate,18 to 64 years,32.0,5.0,643.0
14096,61847,Estimate,35 to 64 years,15.0,3.2,471.0
14097,61847,Estimate,5 to 17 years,6.0,2.5,236.0
14098,61847,Estimate,60 years and over,18.0,6.0,300.0
14099,61847,Estimate,65 years and over,15.0,6.0,252.0
14100,61847,Estimate,Related children of householder under 18 years,6.0,2.0,296.0
14101,61847,Estimate,Under 18 years,6.0,2.0,296.0
14102,61847,Estimate,Under 5 years,0.0,0.0,60.0
14103,61847,Margin of Error,18 to 34 years,14.0,7.4,52.0
14104,61847,Margin of Error,18 to 64 years,17.0,2.7,97.0
14105,61847,Margin of Error,35 to 64 years,11.0,2.4,77.0
14106,61847,Margin of Error,5 to 17 years,8.0,3.5,79.0
14107,61847,Margin of Error,60 years and over,14.0,4.6,67.0
14108,61847,Margin of Error,65 years and over,14.0,5.4,62.0
14109,61847,Margin of Error,Related children of householder under 18 years,8.0,2.8,76.0
14110,61847,Margin of Error,Under 18 years,8.0,2.8,76.0
14111,61847,Margin of Error,Under 5 years,12.0,38.3,27.0
14112,61848,Estimate,18 to 34 years,5.0,25.0,20.0
14113,61848,Estimate,18 to 64 years,16.0,17.6,91.0
14114,61848,Estimate,35 to 64 years,11.0,15.5,71.0
14115,61848,Estimate,5 to 17 years,6.0,15.0,40.0
14116,61848,Estimate,60 years and over,5.0,11.6,43.0
14117,61848,Estimate,65 years and over,2.0,5.0,40.0
14118,61848,Estimate,Related children of householder under 18 years,8.0,14.8,54.0
14119,61848,Estimate,Under 18 years,8.0,14.8,54.0
14120,61848,Estimate,Under 5 years,2.0,14.3,14.0
14121,61848,Margin of Error,18 to 34 years,5.0,25.9,18.0
14122,61848,Margin of Error,18 to 64 years,11.0,11.8,36.0
14123,61848,Margin of Error,35 to 64 years,9.0,12.8,33.0
14124,61848,Margin of Error,5 to 17 years,6.0,18.4,30.0
14125,61848,Margin of Error,60 years and over,5.0,11.9,20.0
14126,61848,Margin of Error,65 years and over,3.0,8.6,19.0
14127,61848,Margin of Error,Related children of householder under 18 years,10.0,19.1,41.0
14128,61848,Margin of Error,Under 18 years,10.0,19.1,41.0
14129,61848,Margin of Error,Under 5 years,6.0,42.8,17.0
14130,61849,Estimate,18 to 34 years,10.0,2.7,366.0
14131,61849,Estimate,18 to 64 years,66.0,5.5,1211.0
14132,61849,Estimate,35 to 64 years,56.0,6.6,845.0
14133,61849,Estimate,5 to 17 years,58.0,15.4,376.0
14134,61849,Estimate,60 years and over,30.0,5.4,556.0
14135,61849,Estimate,65 years and over,27.0,7.7,352.0
14136,61849,Estimate,Related children of householder under 18 years,57.0,11.7,489.0
14137,61849,Estimate,Under 18 years,60.0,12.2,492.0
14138,61849,Estimate,Under 5 years,2.0,1.7,116.0
14139,61849,Margin of Error,18 to 34 years,9.0,2.9,153.0
14140,61849,Margin of Error,18 to 64 years,43.0,3.6,243.0
14141,61849,Margin of Error,35 to 64 years,42.0,5.1,183.0
14142,61849,Margin of Error,5 to 17 years,47.0,13.8,140.0
14143,61849,Margin of Error,60 years and over,21.0,3.6,125.0
14144,61849,Margin of Error,65 years and over,20.0,5.5,117.0
14145,61849,Margin of Error,Related children of householder under 18 years,47.0,10.2,164.0
14146,61849,Margin of Error,Under 18 years,47.0,10.3,163.0
14147,61849,Margin of Error,Under 5 years,4.0,3.2,76.0
14148,61850,Estimate,18 to 34 years,6.0,8.6,70.0
14149,61850,Estimate,18 to 64 years,15.0,6.9,217.0
14150,61850,Estimate,35 to 64 years,9.0,6.1,147.0
14151,61850,Estimate,5 to 17 years,7.0,13.0,54.0
14152,61850,Estimate,60 years and over,7.0,5.3,132.0
14153,61850,Estimate,65 years and over,6.0,6.1,98.0
14154,61850,Estimate,Related children of householder under 18 years,9.0,10.0,90.0
14155,61850,Estimate,Under 18 years,9.0,10.0,90.0
14156,61850,Estimate,Under 5 years,2.0,5.6,36.0
14157,61850,Margin of Error,18 to 34 years,6.0,8.3,31.0
14158,61850,Margin of Error,18 to 64 years,10.0,5.1,67.0
14159,61850,Margin of Error,35 to 64 years,7.0,5.0,48.0
14160,61850,Margin of Error,5 to 17 years,11.0,19.5,39.0
14161,61850,Margin of Error,60 years and over,8.0,5.6,46.0
14162,61850,Margin of Error,65 years and over,7.0,7.1,40.0
14163,61850,Margin of Error,Related children of householder under 18 years,13.0,16.0,58.0
14164,61850,Margin of Error,Under 18 years,13.0,16.0,58.0
14165,61850,Margin of Error,Under 5 years,4.0,18.0,43.0
14166,61851,Estimate,18 to 34 years,12.0,23.1,52.0
14167,61851,Estimate,18 to 64 years,19.0,9.4,202.0
14168,61851,Estimate,35 to 64 years,7.0,4.7,150.0
14169,61851,Estimate,5 to 17 years,11.0,30.6,36.0
14170,61851,Estimate,60 years and over,13.0,16.3,80.0
14171,61851,Estimate,65 years and over,10.0,18.5,54.0
14172,61851,Estimate,Related children of householder under 18 years,15.0,27.8,54.0
14173,61851,Estimate,Under 18 years,15.0,27.8,54.0
14174,61851,Estimate,Under 5 years,4.0,22.2,18.0
14175,61851,Margin of Error,18 to 34 years,14.0,25.5,29.0
14176,61851,Margin of Error,18 to 64 years,16.0,8.2,73.0
14177,61851,Margin of Error,35 to 64 years,6.0,4.3,62.0
14178,61851,Margin of Error,5 to 17 years,15.0,33.2,25.0
14179,61851,Margin of Error,60 years and over,9.0,11.4,28.0
14180,61851,Margin of Error,65 years and over,9.0,16.7,23.0
14181,61851,Margin of Error,Related children of householder under 18 years,21.0,32.4,33.0
14182,61851,Margin of Error,Under 18 years,21.0,32.4,33.0
14183,61851,Margin of Error,Under 5 years,7.0,37.5,12.0
14184,61852,Estimate,18 to 34 years,8.0,21.1,38.0
14185,61852,Estimate,18 to 64 years,12.0,7.5,159.0
14186,61852,Estimate,35 to 64 years,4.0,3.3,121.0
14187,61852,Estimate,5 to 17 years,5.0,10.6,47.0
14188,61852,Estimate,60 years and over,4.0,21.1,19.0
14189,61852,Estimate,65 years and over,3.0,21.4,14.0
14190,61852,Estimate,Related children of householder under 18 years,13.0,19.4,67.0
14191,61852,Estimate,Under 18 years,13.0,19.4,67.0
14192,61852,Estimate,Under 5 years,8.0,40.0,20.0
14193,61852,Margin of Error,18 to 34 years,8.0,24.8,21.0
14194,61852,Margin of Error,18 to 64 years,9.0,7.5,95.0
14195,61852,Margin of Error,35 to 64 years,5.0,4.5,87.0
14196,61852,Margin of Error,5 to 17 years,5.0,13.3,36.0
14197,61852,Margin of Error,60 years and over,4.0,15.2,16.0
14198,61852,Margin of Error,65 years and over,4.0,16.8,13.0
14199,61852,Margin of Error,Related children of householder under 18 years,11.0,22.6,51.0
14200,61852,Margin of Error,Under 18 years,11.0,22.6,51.0
14201,61852,Margin of Error,Under 5 years,8.0,44.2,17.0
14202,61853,Estimate,18 to 34 years,161.0,6.3,2544.0
14203,61853,Estimate,18 to 64 years,328.0,4.0,8180.0
14204,61853,Estimate,35 to 64 years,167.0,3.0,5636.0
14205,61853,Estimate,5 to 17 years,57.0,1.8,3180.0
14206,61853,Estimate,60 years and over,31.0,1.3,2413.0
14207,61853,Estimate,65 years and over,19.0,1.2,1618.0
14208,61853,Estimate,Related children of householder under 18 years,75.0,1.8,4133.0
14209,61853,Estimate,Under 18 years,75.0,1.8,4159.0
14210,61853,Estimate,Under 5 years,18.0,1.8,979.0
14211,61853,Margin of Error,18 to 34 years,108.0,4.4,324.0
14212,61853,Margin of Error,18 to 64 years,184.0,2.2,439.0
14213,61853,Margin of Error,35 to 64 years,123.0,2.1,380.0
14214,61853,Margin of Error,5 to 17 years,67.0,2.1,418.0
14215,61853,Margin of Error,60 years and over,35.0,1.5,327.0
14216,61853,Margin of Error,65 years and over,30.0,1.8,247.0
14217,61853,Margin of Error,Related children of householder under 18 years,82.0,2.0,439.0
14218,61853,Margin of Error,Under 18 years,82.0,2.0,440.0
14219,61853,Margin of Error,Under 5 years,28.0,2.8,225.0
14220,61854,Estimate,18 to 34 years,6.0,2.3,259.0
14221,61854,Estimate,18 to 64 years,24.0,3.0,808.0
14222,61854,Estimate,35 to 64 years,18.0,3.3,549.0
14223,61854,Estimate,5 to 17 years,4.0,2.6,152.0
14224,61854,Estimate,60 years and over,8.0,2.8,290.0
14225,61854,Estimate,65 years and over,6.0,2.6,228.0
14226,61854,Estimate,Related children of householder under 18 years,8.0,3.4,238.0
14227,61854,Estimate,Under 18 years,8.0,3.4,238.0
14228,61854,Estimate,Under 5 years,4.0,4.7,86.0
14229,61854,Margin of Error,18 to 34 years,7.0,2.6,81.0
14230,61854,Margin of Error,18 to 64 years,15.0,1.9,166.0
14231,61854,Margin of Error,35 to 64 years,12.0,2.2,142.0
14232,61854,Margin of Error,5 to 17 years,7.0,5.1,75.0
14233,61854,Margin of Error,60 years and over,6.0,2.3,69.0
14234,61854,Margin of Error,65 years and over,6.0,2.4,63.0
14235,61854,Margin of Error,Related children of householder under 18 years,11.0,4.9,93.0
14236,61854,Margin of Error,Under 18 years,11.0,4.9,93.0
14237,61854,Margin of Error,Under 5 years,5.0,6.7,42.0
14238,61855,Estimate,18 to 34 years,0.0,0.0,6.0
14239,61855,Estimate,18 to 64 years,9.0,17.0,53.0
14240,61855,Estimate,35 to 64 years,9.0,19.1,47.0
14241,61855,Estimate,5 to 17 years,9.0,39.1,23.0
14242,61855,Estimate,60 years and over,0.0,0.0,21.0
14243,61855,Estimate,65 years and over,0.0,0.0,21.0
14244,61855,Estimate,Related children of householder under 18 years,9.0,39.1,23.0
14245,61855,Estimate,Under 18 years,9.0,39.1,23.0
14246,61855,Estimate,Under 5 years,0.0,,0.0
14247,61855,Margin of Error,18 to 34 years,12.0,100.0,8.0
14248,61855,Margin of Error,18 to 64 years,14.0,27.7,35.0
14249,61855,Margin of Error,35 to 64 years,14.0,29.7,32.0
14250,61855,Margin of Error,5 to 17 years,13.0,48.8,20.0
14251,61855,Margin of Error,60 years and over,12.0,64.7,25.0
14252,61855,Margin of Error,65 years and over,12.0,64.7,25.0
14253,61855,Margin of Error,Related children of householder under 18 years,13.0,48.8,20.0
14254,61855,Margin of Error,Under 18 years,13.0,48.8,20.0
14255,61855,Margin of Error,Under 5 years,12.0,,12.0
14256,61856,Estimate,18 to 34 years,105.0,7.2,1458.0
14257,61856,Estimate,18 to 64 years,280.0,6.5,4325.0
14258,61856,Estimate,35 to 64 years,175.0,6.1,2867.0
14259,61856,Estimate,5 to 17 years,85.0,6.0,1426.0
14260,61856,Estimate,60 years and over,42.0,2.0,2146.0
14261,61856,Estimate,65 years and over,34.0,2.1,1645.0
14262,61856,Estimate,Related children of householder under 18 years,183.0,9.3,1965.0
14263,61856,Estimate,Under 18 years,183.0,9.3,1965.0
14264,61856,Estimate,Under 5 years,98.0,18.2,539.0
14265,61856,Margin of Error,18 to 34 years,71.0,4.9,164.0
14266,61856,Margin of Error,18 to 64 years,141.0,3.3,267.0
14267,61856,Margin of Error,35 to 64 years,118.0,4.1,255.0
14268,61856,Margin of Error,5 to 17 years,75.0,5.3,145.0
14269,61856,Margin of Error,60 years and over,35.0,1.7,228.0
14270,61856,Margin of Error,65 years and over,37.0,2.2,181.0
14271,61856,Margin of Error,Related children of householder under 18 years,149.0,7.4,193.0
14272,61856,Margin of Error,Under 18 years,149.0,7.4,193.0
14273,61856,Margin of Error,Under 5 years,76.0,13.5,104.0
14274,61857,Estimate,18 to 34 years,4.0,16.0,25.0
14275,61857,Estimate,18 to 64 years,8.0,8.7,92.0
14276,61857,Estimate,35 to 64 years,4.0,6.0,67.0
14277,61857,Estimate,5 to 17 years,0.0,0.0,17.0
14278,61857,Estimate,60 years and over,4.0,11.8,34.0
14279,61857,Estimate,65 years and over,0.0,0.0,19.0
14280,61857,Estimate,Related children of householder under 18 years,1.0,4.5,22.0
14281,61857,Estimate,Under 18 years,1.0,4.5,22.0
14282,61857,Estimate,Under 5 years,1.0,20.0,5.0
14283,61857,Margin of Error,18 to 34 years,5.0,16.4,12.0
14284,61857,Margin of Error,18 to 64 years,7.0,8.3,42.0
14285,61857,Margin of Error,35 to 64 years,7.0,10.5,41.0
14286,61857,Margin of Error,5 to 17 years,12.0,71.9,9.0
14287,61857,Margin of Error,60 years and over,7.0,18.6,20.0
14288,61857,Margin of Error,65 years and over,12.0,68.0,17.0
14289,61857,Margin of Error,Related children of householder under 18 years,3.0,16.0,11.0
14290,61857,Margin of Error,Under 18 years,3.0,16.0,11.0
14291,61857,Margin of Error,Under 5 years,3.0,67.0,5.0
14292,61858,Estimate,18 to 34 years,100.0,18.8,533.0
14293,61858,Estimate,18 to 64 years,197.0,13.2,1492.0
14294,61858,Estimate,35 to 64 years,97.0,10.1,959.0
14295,61858,Estimate,5 to 17 years,114.0,21.1,540.0
14296,61858,Estimate,60 years and over,75.0,10.1,741.0
14297,61858,Estimate,65 years and over,62.0,10.9,568.0
14298,61858,Estimate,Related children of householder under 18 years,184.0,23.7,778.0
14299,61858,Estimate,Under 18 years,191.0,24.3,785.0
14300,61858,Estimate,Under 5 years,77.0,31.4,245.0
14301,61858,Margin of Error,18 to 34 years,47.0,8.0,77.0
14302,61858,Margin of Error,18 to 64 years,74.0,4.5,183.0
14303,61858,Margin of Error,35 to 64 years,48.0,4.8,154.0
14304,61858,Margin of Error,5 to 17 years,59.0,12.6,158.0
14305,61858,Margin of Error,60 years and over,47.0,5.9,130.0
14306,61858,Margin of Error,65 years and over,44.0,7.0,104.0
14307,61858,Margin of Error,Related children of householder under 18 years,136.0,16.2,220.0
14308,61858,Margin of Error,Under 18 years,137.0,16.2,219.0
14309,61858,Margin of Error,Under 5 years,94.0,29.3,113.0
14310,61859,Estimate,18 to 34 years,13.0,4.9,265.0
14311,61859,Estimate,18 to 64 years,18.0,2.6,689.0
14312,61859,Estimate,35 to 64 years,5.0,1.2,424.0
14313,61859,Estimate,5 to 17 years,14.0,5.2,267.0
14314,61859,Estimate,60 years and over,25.0,8.3,302.0
14315,61859,Estimate,65 years and over,25.0,9.9,253.0
14316,61859,Estimate,Related children of householder under 18 years,14.0,4.2,334.0
14317,61859,Estimate,Under 18 years,14.0,4.2,334.0
14318,61859,Estimate,Under 5 years,0.0,0.0,67.0
14319,61859,Margin of Error,18 to 34 years,12.0,4.4,76.0
14320,61859,Margin of Error,18 to 64 years,13.0,1.9,142.0
14321,61859,Margin of Error,35 to 64 years,7.0,1.5,92.0
14322,61859,Margin of Error,5 to 17 years,20.0,7.1,88.0
14323,61859,Margin of Error,60 years and over,24.0,7.1,78.0
14324,61859,Margin of Error,65 years and over,24.0,8.4,70.0
14325,61859,Margin of Error,Related children of householder under 18 years,20.0,5.7,102.0
14326,61859,Margin of Error,Under 18 years,20.0,5.7,102.0
14327,61859,Margin of Error,Under 5 years,12.0,36.0,36.0
14328,61862,Estimate,18 to 34 years,0.0,0.0,120.0
14329,61862,Estimate,18 to 64 years,14.0,4.7,299.0
14330,61862,Estimate,35 to 64 years,14.0,7.8,179.0
14331,61862,Estimate,5 to 17 years,0.0,0.0,135.0
14332,61862,Estimate,60 years and over,3.0,1.3,225.0
14333,61862,Estimate,65 years and over,3.0,1.6,188.0
14334,61862,Estimate,Related children of householder under 18 years,0.0,0.0,158.0
14335,61862,Estimate,Under 18 years,0.0,0.0,158.0
14336,61862,Estimate,Under 5 years,0.0,0.0,23.0
14337,61862,Margin of Error,18 to 34 years,12.0,23.4,56.0
14338,61862,Margin of Error,18 to 64 years,14.0,4.4,80.0
14339,61862,Margin of Error,35 to 64 years,14.0,6.8,59.0
14340,61862,Margin of Error,5 to 17 years,12.0,21.2,88.0
14341,61862,Margin of Error,60 years and over,4.0,1.9,86.0
14342,61862,Margin of Error,65 years and over,4.0,2.3,83.0
14343,61862,Margin of Error,Related children of householder under 18 years,12.0,18.5,90.0
14344,61862,Margin of Error,Under 18 years,12.0,18.5,90.0
14345,61862,Margin of Error,Under 5 years,12.0,61.8,13.0
14346,61863,Estimate,18 to 34 years,8.0,8.3,96.0
14347,61863,Estimate,18 to 64 years,44.0,10.5,420.0
14348,61863,Estimate,35 to 64 years,36.0,11.1,324.0
14349,61863,Estimate,5 to 17 years,2.0,1.2,161.0
14350,61863,Estimate,60 years and over,21.0,10.1,207.0
14351,61863,Estimate,65 years and over,4.0,2.9,138.0
14352,61863,Estimate,Related children of householder under 18 years,0.0,0.0,196.0
14353,61863,Estimate,Under 18 years,2.0,1.0,198.0
14354,61863,Estimate,Under 5 years,0.0,0.0,37.0
14355,61863,Margin of Error,18 to 34 years,9.0,8.4,35.0
14356,61863,Margin of Error,18 to 64 years,35.0,7.4,94.0
14357,61863,Margin of Error,35 to 64 years,34.0,9.4,81.0
14358,61863,Margin of Error,5 to 17 years,2.0,2.0,134.0
14359,61863,Margin of Error,60 years and over,28.0,12.5,76.0
14360,61863,Margin of Error,65 years and over,4.0,3.5,65.0
14361,61863,Margin of Error,Related children of householder under 18 years,12.0,15.2,143.0
14362,61863,Margin of Error,Under 18 years,2.0,1.5,144.0
14363,61863,Margin of Error,Under 5 years,12.0,48.8,25.0
14364,61864,Estimate,18 to 34 years,3.0,0.8,362.0
14365,61864,Estimate,18 to 64 years,86.0,7.8,1102.0
14366,61864,Estimate,35 to 64 years,83.0,11.2,740.0
14367,61864,Estimate,5 to 17 years,34.0,9.4,361.0
14368,61864,Estimate,60 years and over,36.0,10.4,346.0
14369,61864,Estimate,65 years and over,7.0,3.1,226.0
14370,61864,Estimate,Related children of householder under 18 years,0.0,0.0,407.0
14371,61864,Estimate,Under 18 years,34.0,7.7,441.0
14372,61864,Estimate,Under 5 years,0.0,0.0,80.0
14373,61864,Margin of Error,18 to 34 years,5.0,1.3,168.0
14374,61864,Margin of Error,18 to 64 years,90.0,8.0,292.0
14375,61864,Margin of Error,35 to 64 years,90.0,11.5,180.0
14376,61864,Margin of Error,5 to 17 years,53.0,14.5,141.0
14377,61864,Margin of Error,60 years and over,42.0,11.6,68.0
14378,61864,Margin of Error,65 years and over,8.0,3.4,54.0
14379,61864,Margin of Error,Related children of householder under 18 years,12.0,7.7,153.0
14380,61864,Margin of Error,Under 18 years,53.0,11.9,156.0
14381,61864,Margin of Error,Under 5 years,12.0,32.1,36.0
14382,61865,Estimate,18 to 34 years,25.0,8.0,312.0
14383,61865,Estimate,18 to 64 years,80.0,9.0,893.0
14384,61865,Estimate,35 to 64 years,55.0,9.5,581.0
14385,61865,Estimate,5 to 17 years,49.0,12.7,387.0
14386,61865,Estimate,60 years and over,10.0,4.0,247.0
14387,61865,Estimate,65 years and over,3.0,1.6,189.0
14388,61865,Estimate,Related children of householder under 18 years,58.0,11.8,490.0
14389,61865,Estimate,Under 18 years,58.0,11.8,490.0
14390,61865,Estimate,Under 5 years,9.0,8.7,103.0
14391,61865,Margin of Error,18 to 34 years,16.0,4.8,71.0
14392,61865,Margin of Error,18 to 64 years,30.0,3.4,111.0
14393,61865,Margin of Error,35 to 64 years,21.0,3.9,106.0
14394,61865,Margin of Error,5 to 17 years,37.0,9.1,101.0
14395,61865,Margin of Error,60 years and over,9.0,3.8,54.0
14396,61865,Margin of Error,65 years and over,5.0,2.8,44.0
14397,61865,Margin of Error,Related children of householder under 18 years,44.0,8.5,106.0
14398,61865,Margin of Error,Under 18 years,44.0,8.5,106.0
14399,61865,Margin of Error,Under 5 years,10.0,8.9,36.0
14400,61866,Estimate,18 to 34 years,264.0,9.4,2821.0
14401,61866,Estimate,18 to 64 years,1184.0,14.9,7950.0
14402,61866,Estimate,35 to 64 years,920.0,17.9,5129.0
14403,61866,Estimate,5 to 17 years,999.0,37.0,2703.0
14404,61866,Estimate,60 years and over,405.0,14.3,2842.0
14405,61866,Estimate,65 years and over,150.0,8.0,1868.0
14406,61866,Estimate,Related children of householder under 18 years,1250.0,33.4,3742.0
14407,61866,Estimate,Under 18 years,1265.0,33.7,3757.0
14408,61866,Estimate,Under 5 years,266.0,25.2,1054.0
14409,61866,Margin of Error,18 to 34 years,143.0,4.9,476.0
14410,61866,Margin of Error,18 to 64 years,366.0,4.8,497.0
14411,61866,Margin of Error,35 to 64 years,313.0,5.9,584.0
14412,61866,Margin of Error,5 to 17 years,412.0,12.4,321.0
14413,61866,Margin of Error,60 years and over,231.0,7.5,385.0
14414,61866,Margin of Error,65 years and over,110.0,5.6,317.0
14415,61866,Margin of Error,Related children of householder under 18 years,455.0,10.5,380.0
14416,61866,Margin of Error,Under 18 years,454.0,10.5,379.0
14417,61866,Margin of Error,Under 5 years,171.0,13.2,270.0
14418,61870,Estimate,18 to 34 years,40.0,17.2,232.0
14419,61870,Estimate,18 to 64 years,68.0,9.3,730.0
14420,61870,Estimate,35 to 64 years,28.0,5.6,498.0
14421,61870,Estimate,5 to 17 years,7.0,3.4,205.0
14422,61870,Estimate,60 years and over,19.0,6.0,319.0
14423,61870,Estimate,65 years and over,14.0,8.2,171.0
14424,61870,Estimate,Related children of householder under 18 years,10.0,3.7,267.0
14425,61870,Estimate,Under 18 years,10.0,3.7,267.0
14426,61870,Estimate,Under 5 years,3.0,4.8,62.0
14427,61870,Margin of Error,18 to 34 years,24.0,9.3,73.0
14428,61870,Margin of Error,18 to 64 years,31.0,4.3,132.0
14429,61870,Margin of Error,35 to 64 years,18.0,3.9,114.0
14430,61870,Margin of Error,5 to 17 years,9.0,4.4,108.0
14431,61870,Margin of Error,60 years and over,13.0,4.2,89.0
14432,61870,Margin of Error,65 years and over,11.0,6.7,57.0
14433,61870,Margin of Error,Related children of householder under 18 years,10.0,3.9,119.0
14434,61870,Margin of Error,Under 18 years,10.0,3.9,119.0
14435,61870,Margin of Error,Under 5 years,5.0,8.0,41.0
14436,61871,Estimate,18 to 34 years,8.0,9.6,83.0
14437,61871,Estimate,18 to 64 years,8.0,4.3,187.0
14438,61871,Estimate,35 to 64 years,0.0,0.0,104.0
14439,61871,Estimate,5 to 17 years,8.0,13.8,58.0
14440,61871,Estimate,60 years and over,1.0,0.9,108.0
14441,61871,Estimate,65 years and over,1.0,1.2,82.0
14442,61871,Estimate,Related children of householder under 18 years,12.0,15.8,76.0
14443,61871,Estimate,Under 18 years,12.0,15.8,76.0
14444,61871,Estimate,Under 5 years,4.0,22.2,18.0
14445,61871,Margin of Error,18 to 34 years,12.0,14.1,40.0
14446,61871,Margin of Error,18 to 64 years,12.0,6.4,61.0
14447,61871,Margin of Error,35 to 64 years,12.0,26.3,36.0
14448,61871,Margin of Error,5 to 17 years,13.0,20.4,28.0
14449,61871,Margin of Error,60 years and over,3.0,3.1,32.0
14450,61871,Margin of Error,65 years and over,3.0,4.0,29.0
14451,61871,Margin of Error,Related children of householder under 18 years,19.0,22.6,33.0
14452,61871,Margin of Error,Under 18 years,19.0,22.6,33.0
14453,61871,Margin of Error,Under 5 years,6.0,39.1,16.0
14454,61872,Estimate,18 to 34 years,7.0,14.9,47.0
14455,61872,Estimate,18 to 64 years,13.0,4.5,288.0
14456,61872,Estimate,35 to 64 years,6.0,2.5,241.0
14457,61872,Estimate,5 to 17 years,8.0,9.1,88.0
14458,61872,Estimate,60 years and over,0.0,0.0,209.0
14459,61872,Estimate,65 years and over,0.0,0.0,184.0
14460,61872,Estimate,Related children of householder under 18 years,9.0,8.3,109.0
14461,61872,Estimate,Under 18 years,9.0,8.3,109.0
14462,61872,Estimate,Under 5 years,1.0,4.8,21.0
14463,61872,Margin of Error,18 to 34 years,8.0,15.3,23.0
14464,61872,Margin of Error,18 to 64 years,9.0,3.2,94.0
14465,61872,Margin of Error,35 to 64 years,7.0,3.1,90.0
14466,61872,Margin of Error,5 to 17 years,11.0,12.7,51.0
14467,61872,Margin of Error,60 years and over,12.0,14.4,95.0
14468,61872,Margin of Error,65 years and over,12.0,16.1,93.0
14469,61872,Margin of Error,Related children of householder under 18 years,11.0,10.1,55.0
14470,61872,Margin of Error,Under 18 years,11.0,10.1,55.0
14471,61872,Margin of Error,Under 5 years,3.0,13.7,16.0
14472,61873,Estimate,18 to 34 years,146.0,17.5,833.0
14473,61873,Estimate,18 to 64 years,194.0,5.6,3447.0
14474,61873,Estimate,35 to 64 years,48.0,1.8,2614.0
14475,61873,Estimate,5 to 17 years,28.0,1.9,1472.0
14476,61873,Estimate,60 years and over,114.0,8.0,1432.0
14477,61873,Estimate,65 years and over,95.0,12.7,750.0
14478,61873,Estimate,Related children of householder under 18 years,35.0,1.8,1895.0
14479,61873,Estimate,Under 18 years,44.0,2.3,1904.0
14480,61873,Estimate,Under 5 years,16.0,3.7,432.0
14481,61873,Margin of Error,18 to 34 years,158.0,18.0,232.0
14482,61873,Margin of Error,18 to 64 years,174.0,4.8,283.0
14483,61873,Margin of Error,35 to 64 years,48.0,1.8,308.0
14484,61873,Margin of Error,5 to 17 years,36.0,2.5,229.0
14485,61873,Margin of Error,60 years and over,136.0,9.2,348.0
14486,61873,Margin of Error,65 years and over,133.0,15.5,232.0
14487,61873,Margin of Error,Related children of householder under 18 years,42.0,2.2,244.0
14488,61873,Margin of Error,Under 18 years,46.0,2.4,242.0
14489,61873,Margin of Error,Under 5 years,25.0,6.3,170.0
14490,61874,Estimate,18 to 34 years,703.0,29.5,2384.0
14491,61874,Estimate,18 to 64 years,786.0,15.9,4932.0
14492,61874,Estimate,35 to 64 years,83.0,3.3,2548.0
14493,61874,Estimate,5 to 17 years,163.0,14.4,1134.0
14494,61874,Estimate,60 years and over,144.0,7.4,1952.0
14495,61874,Estimate,65 years and over,144.0,8.7,1657.0
14496,61874,Estimate,Related children of householder under 18 years,130.0,8.0,1630.0
14497,61874,Estimate,Under 18 years,177.0,10.6,1677.0
14498,61874,Estimate,Under 5 years,14.0,2.6,543.0
14499,61874,Margin of Error,18 to 34 years,235.0,8.0,368.0
14500,61874,Margin of Error,18 to 64 years,261.0,4.9,546.0
14501,61874,Margin of Error,35 to 64 years,62.0,2.5,413.0
14502,61874,Margin of Error,5 to 17 years,113.0,9.9,234.0
14503,61874,Margin of Error,60 years and over,116.0,6.2,443.0
14504,61874,Margin of Error,65 years and over,116.0,7.4,449.0
