,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
11635,61741,Estimate,200 percent of poverty level,,,419.0
11636,61741,Estimate,300 percent of poverty level,,,734.0
11637,61741,Estimate,400 percent of poverty level,,,1148.0
11638,61741,Estimate,50 percent of poverty level,,,53.0
11639,61741,Estimate,500 percent of poverty level,,,1369.0
11640,61741,Margin of Error,125 percent of poverty level,,,59.0
11641,61741,Margin of Error,150 percent of poverty level,,,68.0
11642,61741,Margin of Error,185 percent of poverty level,,,140.0
11643,61741,Margin of Error,200 percent of poverty level,,,141.0
11644,61741,Margin of Error,300 percent of poverty level,,,143.0
11645,61741,Margin of Error,400 percent of poverty level,,,184.0
11646,61741,Margin of Error,50 percent of poverty level,,,56.0
11647,61741,Margin of Error,500 percent of poverty level,,,184.0
11648,61742,Estimate,125 percent of poverty level,,,42.0
11649,61742,Estimate,150 percent of poverty level,,,68.0
11650,61742,Estimate,185 percent of poverty level,,,165.0
11651,61742,Estimate,200 percent of poverty level,,,188.0
11652,61742,Estimate,300 percent of poverty level,,,352.0
11653,61742,Estimate,400 percent of poverty level,,,454.0
11654,61742,Estimate,50 percent of poverty level,,,38.0
11655,61742,Estimate,500 percent of poverty level,,,621.0
11656,61742,Margin of Error,125 percent of poverty level,,,36.0
11657,61742,Margin of Error,150 percent of poverty level,,,45.0
11658,61742,Margin of Error,185 percent of poverty level,,,91.0
11659,61742,Margin of Error,200 percent of poverty level,,,94.0
11660,61742,Margin of Error,300 percent of poverty level,,,108.0
11661,61742,Margin of Error,400 percent of poverty level,,,119.0
11662,61742,Margin of Error,50 percent of poverty level,,,36.0
11663,61742,Margin of Error,500 percent of poverty level,,,129.0
11664,61743,Estimate,125 percent of poverty level,,,16.0
11665,61743,Estimate,150 percent of poverty level,,,16.0
11666,61743,Estimate,185 percent of poverty level,,,27.0
11667,61743,Estimate,200 percent of poverty level,,,46.0
11668,61743,Estimate,300 percent of poverty level,,,73.0
11669,61743,Estimate,400 percent of poverty level,,,88.0
11670,61743,Estimate,50 percent of poverty level,,,0.0
11671,61743,Estimate,500 percent of poverty level,,,109.0
11672,61743,Margin of Error,125 percent of poverty level,,,18.0
11673,61743,Margin of Error,150 percent of poverty level,,,18.0
11674,61743,Margin of Error,185 percent of poverty level,,,22.0
11675,61743,Margin of Error,200 percent of poverty level,,,30.0
11676,61743,Margin of Error,300 percent of poverty level,,,37.0
11677,61743,Margin of Error,400 percent of poverty level,,,38.0
11678,61743,Margin of Error,50 percent of poverty level,,,12.0
11679,61743,Margin of Error,500 percent of poverty level,,,38.0
11680,61744,Estimate,125 percent of poverty level,,,199.0
11681,61744,Estimate,150 percent of poverty level,,,266.0
11682,61744,Estimate,185 percent of poverty level,,,466.0
11683,61744,Estimate,200 percent of poverty level,,,553.0
11684,61744,Estimate,300 percent of poverty level,,,944.0
11685,61744,Estimate,400 percent of poverty level,,,1119.0
11686,61744,Estimate,50 percent of poverty level,,,49.0
11687,61744,Estimate,500 percent of poverty level,,,1297.0
11688,61744,Margin of Error,125 percent of poverty level,,,107.0
11689,61744,Margin of Error,150 percent of poverty level,,,109.0
11690,61744,Margin of Error,185 percent of poverty level,,,161.0
11691,61744,Margin of Error,200 percent of poverty level,,,169.0
11692,61744,Margin of Error,300 percent of poverty level,,,223.0
11693,61744,Margin of Error,400 percent of poverty level,,,239.0
11694,61744,Margin of Error,50 percent of poverty level,,,33.0
11695,61744,Margin of Error,500 percent of poverty level,,,241.0
11696,61745,Estimate,125 percent of poverty level,,,431.0
11697,61745,Estimate,150 percent of poverty level,,,450.0
11698,61745,Estimate,185 percent of poverty level,,,755.0
11699,61745,Estimate,200 percent of poverty level,,,769.0
11700,61745,Estimate,300 percent of poverty level,,,1534.0
11701,61745,Estimate,400 percent of poverty level,,,2430.0
11702,61745,Estimate,50 percent of poverty level,,,267.0
11703,61745,Estimate,500 percent of poverty level,,,3242.0
11704,61745,Margin of Error,125 percent of poverty level,,,145.0
11705,61745,Margin of Error,150 percent of poverty level,,,144.0
11706,61745,Margin of Error,185 percent of poverty level,,,248.0
11707,61745,Margin of Error,200 percent of poverty level,,,248.0
11708,61745,Margin of Error,300 percent of poverty level,,,305.0
11709,61745,Margin of Error,400 percent of poverty level,,,349.0
11710,61745,Margin of Error,50 percent of poverty level,,,132.0
11711,61745,Margin of Error,500 percent of poverty level,,,305.0
11712,61747,Estimate,125 percent of poverty level,,,68.0
11713,61747,Estimate,150 percent of poverty level,,,137.0
11714,61747,Estimate,185 percent of poverty level,,,197.0
11715,61747,Estimate,200 percent of poverty level,,,220.0
11716,61747,Estimate,300 percent of poverty level,,,369.0
11717,61747,Estimate,400 percent of poverty level,,,681.0
11718,61747,Estimate,50 percent of poverty level,,,18.0
11719,61747,Estimate,500 percent of poverty level,,,882.0
11720,61747,Margin of Error,125 percent of poverty level,,,41.0
11721,61747,Margin of Error,150 percent of poverty level,,,62.0
11722,61747,Margin of Error,185 percent of poverty level,,,75.0
11723,61747,Margin of Error,200 percent of poverty level,,,81.0
11724,61747,Margin of Error,300 percent of poverty level,,,101.0
11725,61747,Margin of Error,400 percent of poverty level,,,133.0
11726,61747,Margin of Error,50 percent of poverty level,,,19.0
11727,61747,Margin of Error,500 percent of poverty level,,,172.0
11728,61748,Estimate,125 percent of poverty level,,,109.0
11729,61748,Estimate,150 percent of poverty level,,,199.0
11730,61748,Estimate,185 percent of poverty level,,,259.0
11731,61748,Estimate,200 percent of poverty level,,,270.0
11732,61748,Estimate,300 percent of poverty level,,,711.0
11733,61748,Estimate,400 percent of poverty level,,,1114.0
11734,61748,Estimate,50 percent of poverty level,,,9.0
11735,61748,Estimate,500 percent of poverty level,,,1473.0
11736,61748,Margin of Error,125 percent of poverty level,,,72.0
11737,61748,Margin of Error,150 percent of poverty level,,,94.0
11738,61748,Margin of Error,185 percent of poverty level,,,101.0
11739,61748,Margin of Error,200 percent of poverty level,,,112.0
11740,61748,Margin of Error,300 percent of poverty level,,,243.0
11741,61748,Margin of Error,400 percent of poverty level,,,226.0
11742,61748,Margin of Error,50 percent of poverty level,,,12.0
11743,61748,Margin of Error,500 percent of poverty level,,,191.0
11744,61749,Estimate,125 percent of poverty level,,,44.0
11745,61749,Estimate,150 percent of poverty level,,,60.0
11746,61749,Estimate,185 percent of poverty level,,,74.0
11747,61749,Estimate,200 percent of poverty level,,,76.0
11748,61749,Estimate,300 percent of poverty level,,,241.0
11749,61749,Estimate,400 percent of poverty level,,,396.0
11750,61749,Estimate,50 percent of poverty level,,,23.0
11751,61749,Estimate,500 percent of poverty level,,,429.0
11752,61749,Margin of Error,125 percent of poverty level,,,24.0
11753,61749,Margin of Error,150 percent of poverty level,,,30.0
11754,61749,Margin of Error,185 percent of poverty level,,,32.0
11755,61749,Margin of Error,200 percent of poverty level,,,32.0
11756,61749,Margin of Error,300 percent of poverty level,,,88.0
11757,61749,Margin of Error,400 percent of poverty level,,,102.0
11758,61749,Margin of Error,50 percent of poverty level,,,18.0
11759,61749,Margin of Error,500 percent of poverty level,,,100.0
11760,61750,Estimate,125 percent of poverty level,,,30.0
11761,61750,Estimate,150 percent of poverty level,,,112.0
11762,61750,Estimate,185 percent of poverty level,,,112.0
11763,61750,Estimate,200 percent of poverty level,,,112.0
11764,61750,Estimate,300 percent of poverty level,,,141.0
11765,61750,Estimate,400 percent of poverty level,,,141.0
11766,61750,Estimate,50 percent of poverty level,,,0.0
11767,61750,Estimate,500 percent of poverty level,,,164.0
11768,61750,Margin of Error,125 percent of poverty level,,,33.0
11769,61750,Margin of Error,150 percent of poverty level,,,89.0
11770,61750,Margin of Error,185 percent of poverty level,,,89.0
11771,61750,Margin of Error,200 percent of poverty level,,,89.0
11772,61750,Margin of Error,300 percent of poverty level,,,98.0
11773,61750,Margin of Error,400 percent of poverty level,,,98.0
11774,61750,Margin of Error,50 percent of poverty level,,,12.0
11775,61750,Margin of Error,500 percent of poverty level,,,98.0
11776,61751,Estimate,125 percent of poverty level,,,0.0
11777,61751,Estimate,150 percent of poverty level,,,22.0
11778,61751,Estimate,185 percent of poverty level,,,22.0
11779,61751,Estimate,200 percent of poverty level,,,22.0
11780,61751,Estimate,300 percent of poverty level,,,30.0
11781,61751,Estimate,400 percent of poverty level,,,39.0
11782,61751,Estimate,50 percent of poverty level,,,0.0
11783,61751,Estimate,500 percent of poverty level,,,63.0
11784,61751,Margin of Error,125 percent of poverty level,,,12.0
11785,61751,Margin of Error,150 percent of poverty level,,,31.0
11786,61751,Margin of Error,185 percent of poverty level,,,31.0
11787,61751,Margin of Error,200 percent of poverty level,,,31.0
11788,61751,Margin of Error,300 percent of poverty level,,,33.0
11789,61751,Margin of Error,400 percent of poverty level,,,35.0
11790,61751,Margin of Error,50 percent of poverty level,,,12.0
11791,61751,Margin of Error,500 percent of poverty level,,,50.0
11792,61752,Estimate,125 percent of poverty level,,,699.0
11793,61752,Estimate,150 percent of poverty level,,,939.0
11794,61752,Estimate,185 percent of poverty level,,,956.0
11795,61752,Estimate,200 percent of poverty level,,,1042.0
11796,61752,Estimate,300 percent of poverty level,,,1702.0
11797,61752,Estimate,400 percent of poverty level,,,2008.0
11798,61752,Estimate,50 percent of poverty level,,,244.0
11799,61752,Estimate,500 percent of poverty level,,,2683.0
11800,61752,Margin of Error,125 percent of poverty level,,,193.0
11801,61752,Margin of Error,150 percent of poverty level,,,269.0
11802,61752,Margin of Error,185 percent of poverty level,,,272.0
11803,61752,Margin of Error,200 percent of poverty level,,,289.0
11804,61752,Margin of Error,300 percent of poverty level,,,376.0
11805,61752,Margin of Error,400 percent of poverty level,,,378.0
11806,61752,Margin of Error,50 percent of poverty level,,,145.0
11807,61752,Margin of Error,500 percent of poverty level,,,363.0
11808,61753,Estimate,125 percent of poverty level,,,214.0
11809,61753,Estimate,150 percent of poverty level,,,292.0
11810,61753,Estimate,185 percent of poverty level,,,352.0
11811,61753,Estimate,200 percent of poverty level,,,384.0
11812,61753,Estimate,300 percent of poverty level,,,758.0
11813,61753,Estimate,400 percent of poverty level,,,1372.0
11814,61753,Estimate,50 percent of poverty level,,,122.0
11815,61753,Estimate,500 percent of poverty level,,,1733.0
11816,61753,Margin of Error,125 percent of poverty level,,,108.0
11817,61753,Margin of Error,150 percent of poverty level,,,155.0
11818,61753,Margin of Error,185 percent of poverty level,,,150.0
11819,61753,Margin of Error,200 percent of poverty level,,,144.0
11820,61753,Margin of Error,300 percent of poverty level,,,179.0
11821,61753,Margin of Error,400 percent of poverty level,,,256.0
11822,61753,Margin of Error,50 percent of poverty level,,,89.0
11823,61753,Margin of Error,500 percent of poverty level,,,278.0
11824,61754,Estimate,125 percent of poverty level,,,163.0
11825,61754,Estimate,150 percent of poverty level,,,169.0
11826,61754,Estimate,185 percent of poverty level,,,233.0
11827,61754,Estimate,200 percent of poverty level,,,256.0
11828,61754,Estimate,300 percent of poverty level,,,381.0
11829,61754,Estimate,400 percent of poverty level,,,617.0
11830,61754,Estimate,50 percent of poverty level,,,110.0
11831,61754,Estimate,500 percent of poverty level,,,776.0
11832,61754,Margin of Error,125 percent of poverty level,,,82.0
11833,61754,Margin of Error,150 percent of poverty level,,,82.0
11834,61754,Margin of Error,185 percent of poverty level,,,94.0
11835,61754,Margin of Error,200 percent of poverty level,,,96.0
11836,61754,Margin of Error,300 percent of poverty level,,,111.0
11837,61754,Margin of Error,400 percent of poverty level,,,141.0
11838,61754,Margin of Error,50 percent of poverty level,,,80.0
11839,61754,Margin of Error,500 percent of poverty level,,,139.0
11840,61755,Estimate,125 percent of poverty level,,,407.0
11841,61755,Estimate,150 percent of poverty level,,,492.0
11842,61755,Estimate,185 percent of poverty level,,,818.0
11843,61755,Estimate,200 percent of poverty level,,,870.0
11844,61755,Estimate,300 percent of poverty level,,,1283.0
11845,61755,Estimate,400 percent of poverty level,,,2196.0
11846,61755,Estimate,50 percent of poverty level,,,26.0
11847,61755,Estimate,500 percent of poverty level,,,2951.0
11848,61755,Margin of Error,125 percent of poverty level,,,160.0
11849,61755,Margin of Error,150 percent of poverty level,,,169.0
11850,61755,Margin of Error,185 percent of poverty level,,,236.0
11851,61755,Margin of Error,200 percent of poverty level,,,239.0
11852,61755,Margin of Error,300 percent of poverty level,,,317.0
11853,61755,Margin of Error,400 percent of poverty level,,,320.0
11854,61755,Margin of Error,50 percent of poverty level,,,22.0
11855,61755,Margin of Error,500 percent of poverty level,,,346.0
11856,61756,Estimate,125 percent of poverty level,,,161.0
11857,61756,Estimate,150 percent of poverty level,,,297.0
11858,61756,Estimate,185 percent of poverty level,,,445.0
11859,61756,Estimate,200 percent of poverty level,,,456.0
11860,61756,Estimate,300 percent of poverty level,,,943.0
11861,61756,Estimate,400 percent of poverty level,,,1673.0
11862,61756,Estimate,50 percent of poverty level,,,12.0
11863,61756,Estimate,500 percent of poverty level,,,1945.0
11864,61756,Margin of Error,125 percent of poverty level,,,69.0
11865,61756,Margin of Error,150 percent of poverty level,,,123.0
11866,61756,Margin of Error,185 percent of poverty level,,,162.0
11867,61756,Margin of Error,200 percent of poverty level,,,162.0
11868,61756,Margin of Error,300 percent of poverty level,,,351.0
11869,61756,Margin of Error,400 percent of poverty level,,,393.0
11870,61756,Margin of Error,50 percent of poverty level,,,10.0
11871,61756,Margin of Error,500 percent of poverty level,,,397.0
11872,61759,Estimate,125 percent of poverty level,,,172.0
11873,61759,Estimate,150 percent of poverty level,,,201.0
11874,61759,Estimate,185 percent of poverty level,,,276.0
11875,61759,Estimate,200 percent of poverty level,,,302.0
11876,61759,Estimate,300 percent of poverty level,,,612.0
11877,61759,Estimate,400 percent of poverty level,,,844.0
11878,61759,Estimate,50 percent of poverty level,,,42.0
11879,61759,Estimate,500 percent of poverty level,,,1036.0
11880,61759,Margin of Error,125 percent of poverty level,,,98.0
11881,61759,Margin of Error,150 percent of poverty level,,,103.0
11882,61759,Margin of Error,185 percent of poverty level,,,121.0
11883,61759,Margin of Error,200 percent of poverty level,,,121.0
11884,61759,Margin of Error,300 percent of poverty level,,,177.0
11885,61759,Margin of Error,400 percent of poverty level,,,240.0
11886,61759,Margin of Error,50 percent of poverty level,,,30.0
11887,61759,Margin of Error,500 percent of poverty level,,,246.0
11888,61760,Estimate,125 percent of poverty level,,,171.0
11889,61760,Estimate,150 percent of poverty level,,,183.0
11890,61760,Estimate,185 percent of poverty level,,,342.0
11891,61760,Estimate,200 percent of poverty level,,,382.0
11892,61760,Estimate,300 percent of poverty level,,,776.0
11893,61760,Estimate,400 percent of poverty level,,,1430.0
11894,61760,Estimate,50 percent of poverty level,,,33.0
11895,61760,Estimate,500 percent of poverty level,,,1607.0
11896,61760,Margin of Error,125 percent of poverty level,,,102.0
11897,61760,Margin of Error,150 percent of poverty level,,,102.0
11898,61760,Margin of Error,185 percent of poverty level,,,184.0
11899,61760,Margin of Error,200 percent of poverty level,,,192.0
11900,61760,Margin of Error,300 percent of poverty level,,,258.0
11901,61760,Margin of Error,400 percent of poverty level,,,288.0
11902,61760,Margin of Error,50 percent of poverty level,,,26.0
11903,61760,Margin of Error,500 percent of poverty level,,,280.0
11904,61761,Estimate,125 percent of poverty level,,,13907.0
11905,61761,Estimate,150 percent of poverty level,,,14860.0
11906,61761,Estimate,185 percent of poverty level,,,16939.0
11907,61761,Estimate,200 percent of poverty level,,,17490.0
11908,61761,Estimate,300 percent of poverty level,,,23109.0
11909,61761,Estimate,400 percent of poverty level,,,28102.0
11910,61761,Estimate,50 percent of poverty level,,,7628.0
11911,61761,Estimate,500 percent of poverty level,,,32808.0
11912,61761,Margin of Error,125 percent of poverty level,,,1319.0
11913,61761,Margin of Error,150 percent of poverty level,,,1262.0
11914,61761,Margin of Error,185 percent of poverty level,,,1331.0
11915,61761,Margin of Error,200 percent of poverty level,,,1327.0
11916,61761,Margin of Error,300 percent of poverty level,,,1411.0
11917,61761,Margin of Error,400 percent of poverty level,,,1461.0
11918,61761,Margin of Error,50 percent of poverty level,,,1102.0
11919,61761,Margin of Error,500 percent of poverty level,,,1637.0
11920,61764,Estimate,125 percent of poverty level,,,2256.0
11921,61764,Estimate,150 percent of poverty level,,,2834.0
11922,61764,Estimate,185 percent of poverty level,,,3684.0
11923,61764,Estimate,200 percent of poverty level,,,3917.0
11924,61764,Estimate,300 percent of poverty level,,,6276.0
11925,61764,Estimate,400 percent of poverty level,,,8210.0
11926,61764,Estimate,50 percent of poverty level,,,559.0
11927,61764,Estimate,500 percent of poverty level,,,9770.0
11928,61764,Margin of Error,125 percent of poverty level,,,457.0
11929,61764,Margin of Error,150 percent of poverty level,,,433.0
11930,61764,Margin of Error,185 percent of poverty level,,,562.0
11931,61764,Margin of Error,200 percent of poverty level,,,579.0
11932,61764,Margin of Error,300 percent of poverty level,,,603.0
11933,61764,Margin of Error,400 percent of poverty level,,,563.0
11934,61764,Margin of Error,50 percent of poverty level,,,272.0
11935,61764,Margin of Error,500 percent of poverty level,,,564.0
11936,61769,Estimate,125 percent of poverty level,,,126.0
11937,61769,Estimate,150 percent of poverty level,,,209.0
11938,61769,Estimate,185 percent of poverty level,,,227.0
11939,61769,Estimate,200 percent of poverty level,,,258.0
11940,61769,Estimate,300 percent of poverty level,,,399.0
11941,61769,Estimate,400 percent of poverty level,,,533.0
11942,61769,Estimate,50 percent of poverty level,,,45.0
11943,61769,Estimate,500 percent of poverty level,,,577.0
11944,61769,Margin of Error,125 percent of poverty level,,,66.0
11945,61769,Margin of Error,150 percent of poverty level,,,90.0
11946,61769,Margin of Error,185 percent of poverty level,,,92.0
11947,61769,Margin of Error,200 percent of poverty level,,,93.0
11948,61769,Margin of Error,300 percent of poverty level,,,127.0
11949,61769,Margin of Error,400 percent of poverty level,,,149.0
11950,61769,Margin of Error,50 percent of poverty level,,,45.0
11951,61769,Margin of Error,500 percent of poverty level,,,148.0
11952,61770,Estimate,125 percent of poverty level,,,120.0
11953,61770,Estimate,150 percent of poverty level,,,128.0
11954,61770,Estimate,185 percent of poverty level,,,195.0
11955,61770,Estimate,200 percent of poverty level,,,264.0
11956,61770,Estimate,300 percent of poverty level,,,594.0
11957,61770,Estimate,400 percent of poverty level,,,781.0
11958,61770,Estimate,50 percent of poverty level,,,95.0
11959,61770,Estimate,500 percent of poverty level,,,861.0
11960,61770,Margin of Error,125 percent of poverty level,,,63.0
11961,61770,Margin of Error,150 percent of poverty level,,,63.0
11962,61770,Margin of Error,185 percent of poverty level,,,75.0
11963,61770,Margin of Error,200 percent of poverty level,,,119.0
11964,61770,Margin of Error,300 percent of poverty level,,,189.0
11965,61770,Margin of Error,400 percent of poverty level,,,190.0
11966,61770,Margin of Error,50 percent of poverty level,,,61.0
11967,61770,Margin of Error,500 percent of poverty level,,,187.0
11968,61771,Estimate,125 percent of poverty level,,,35.0
11969,61771,Estimate,150 percent of poverty level,,,57.0
11970,61771,Estimate,185 percent of poverty level,,,67.0
11971,61771,Estimate,200 percent of poverty level,,,156.0
11972,61771,Estimate,300 percent of poverty level,,,239.0
11973,61771,Estimate,400 percent of poverty level,,,376.0
11974,61771,Estimate,50 percent of poverty level,,,8.0
11975,61771,Estimate,500 percent of poverty level,,,381.0
11976,61771,Margin of Error,125 percent of poverty level,,,26.0
11977,61771,Margin of Error,150 percent of poverty level,,,32.0
11978,61771,Margin of Error,185 percent of poverty level,,,33.0
11979,61771,Margin of Error,200 percent of poverty level,,,108.0
11980,61771,Margin of Error,300 percent of poverty level,,,125.0
11981,61771,Margin of Error,400 percent of poverty level,,,129.0
11982,61771,Margin of Error,50 percent of poverty level,,,8.0
11983,61771,Margin of Error,500 percent of poverty level,,,130.0
11984,61772,Estimate,125 percent of poverty level,,,0.0
11985,61772,Estimate,150 percent of poverty level,,,0.0
11986,61772,Estimate,185 percent of poverty level,,,0.0
11987,61772,Estimate,200 percent of poverty level,,,25.0
11988,61772,Estimate,300 percent of poverty level,,,100.0
11989,61772,Estimate,400 percent of poverty level,,,126.0
11990,61772,Estimate,50 percent of poverty level,,,0.0
11991,61772,Estimate,500 percent of poverty level,,,174.0
11992,61772,Margin of Error,125 percent of poverty level,,,12.0
11993,61772,Margin of Error,150 percent of poverty level,,,12.0
11994,61772,Margin of Error,185 percent of poverty level,,,12.0
11995,61772,Margin of Error,200 percent of poverty level,,,27.0
11996,61772,Margin of Error,300 percent of poverty level,,,55.0
11997,61772,Margin of Error,400 percent of poverty level,,,53.0
11998,61772,Margin of Error,50 percent of poverty level,,,12.0
11999,61772,Margin of Error,500 percent of poverty level,,,65.0
12000,61773,Estimate,125 percent of poverty level,,,82.0
12001,61773,Estimate,150 percent of poverty level,,,92.0
12002,61773,Estimate,185 percent of poverty level,,,103.0
12003,61773,Estimate,200 percent of poverty level,,,126.0
12004,61773,Estimate,300 percent of poverty level,,,150.0
12005,61773,Estimate,400 percent of poverty level,,,179.0
12006,61773,Estimate,50 percent of poverty level,,,20.0
12007,61773,Estimate,500 percent of poverty level,,,226.0
12008,61773,Margin of Error,125 percent of poverty level,,,52.0
12009,61773,Margin of Error,150 percent of poverty level,,,54.0
12010,61773,Margin of Error,185 percent of poverty level,,,56.0
12011,61773,Margin of Error,200 percent of poverty level,,,58.0
12012,61773,Margin of Error,300 percent of poverty level,,,60.0
12013,61773,Margin of Error,400 percent of poverty level,,,60.0
12014,61773,Margin of Error,50 percent of poverty level,,,15.0
12015,61773,Margin of Error,500 percent of poverty level,,,63.0
12016,61774,Estimate,125 percent of poverty level,,,132.0
12017,61774,Estimate,150 percent of poverty level,,,193.0
12018,61774,Estimate,185 percent of poverty level,,,226.0
12019,61774,Estimate,200 percent of poverty level,,,261.0
12020,61774,Estimate,300 percent of poverty level,,,434.0
12021,61774,Estimate,400 percent of poverty level,,,643.0
12022,61774,Estimate,50 percent of poverty level,,,65.0
12023,61774,Estimate,500 percent of poverty level,,,793.0
12024,61774,Margin of Error,125 percent of poverty level,,,65.0
12025,61774,Margin of Error,150 percent of poverty level,,,96.0
12026,61774,Margin of Error,185 percent of poverty level,,,98.0
12027,61774,Margin of Error,200 percent of poverty level,,,105.0
12028,61774,Margin of Error,300 percent of poverty level,,,166.0
12029,61774,Margin of Error,400 percent of poverty level,,,217.0
12030,61774,Margin of Error,50 percent of poverty level,,,40.0
12031,61774,Margin of Error,500 percent of poverty level,,,227.0
12032,61775,Estimate,125 percent of poverty level,,,51.0
12033,61775,Estimate,150 percent of poverty level,,,51.0
12034,61775,Estimate,185 percent of poverty level,,,53.0
12035,61775,Estimate,200 percent of poverty level,,,53.0
12036,61775,Estimate,300 percent of poverty level,,,124.0
12037,61775,Estimate,400 percent of poverty level,,,153.0
12038,61775,Estimate,50 percent of poverty level,,,0.0
12039,61775,Estimate,500 percent of poverty level,,,192.0
12040,61775,Margin of Error,125 percent of poverty level,,,46.0
12041,61775,Margin of Error,150 percent of poverty level,,,46.0
12042,61775,Margin of Error,185 percent of poverty level,,,47.0
12043,61775,Margin of Error,200 percent of poverty level,,,47.0
12044,61775,Margin of Error,300 percent of poverty level,,,90.0
12045,61775,Margin of Error,400 percent of poverty level,,,96.0
12046,61775,Margin of Error,50 percent of poverty level,,,12.0
12047,61775,Margin of Error,500 percent of poverty level,,,100.0
12048,61776,Estimate,125 percent of poverty level,,,36.0
12049,61776,Estimate,150 percent of poverty level,,,133.0
12050,61776,Estimate,185 percent of poverty level,,,179.0
12051,61776,Estimate,200 percent of poverty level,,,181.0
12052,61776,Estimate,300 percent of poverty level,,,314.0
12053,61776,Estimate,400 percent of poverty level,,,415.0
12054,61776,Estimate,50 percent of poverty level,,,15.0
12055,61776,Estimate,500 percent of poverty level,,,547.0
12056,61776,Margin of Error,125 percent of poverty level,,,22.0
12057,61776,Margin of Error,150 percent of poverty level,,,95.0
12058,61776,Margin of Error,185 percent of poverty level,,,97.0
12059,61776,Margin of Error,200 percent of poverty level,,,98.0
12060,61776,Margin of Error,300 percent of poverty level,,,118.0
12061,61776,Margin of Error,400 percent of poverty level,,,125.0
12062,61776,Margin of Error,50 percent of poverty level,,,14.0
12063,61776,Margin of Error,500 percent of poverty level,,,132.0
12064,61777,Estimate,125 percent of poverty level,,,55.0
12065,61777,Estimate,150 percent of poverty level,,,105.0
12066,61777,Estimate,185 percent of poverty level,,,136.0
12067,61777,Estimate,200 percent of poverty level,,,146.0
12068,61777,Estimate,300 percent of poverty level,,,498.0
12069,61777,Estimate,400 percent of poverty level,,,681.0
12070,61777,Estimate,50 percent of poverty level,,,35.0
12071,61777,Estimate,500 percent of poverty level,,,742.0
12072,61777,Margin of Error,125 percent of poverty level,,,43.0
12073,61777,Margin of Error,150 percent of poverty level,,,61.0
12074,61777,Margin of Error,185 percent of poverty level,,,67.0
12075,61777,Margin of Error,200 percent of poverty level,,,67.0
12076,61777,Margin of Error,300 percent of poverty level,,,195.0
12077,61777,Margin of Error,400 percent of poverty level,,,200.0
12078,61777,Margin of Error,50 percent of poverty level,,,27.0
12079,61777,Margin of Error,500 percent of poverty level,,,200.0
12080,61778,Estimate,125 percent of poverty level,,,42.0
12081,61778,Estimate,150 percent of poverty level,,,54.0
12082,61778,Estimate,185 percent of poverty level,,,84.0
12083,61778,Estimate,200 percent of poverty level,,,84.0
12084,61778,Estimate,300 percent of poverty level,,,158.0
12085,61778,Estimate,400 percent of poverty level,,,397.0
12086,61778,Estimate,50 percent of poverty level,,,24.0
12087,61778,Estimate,500 percent of poverty level,,,475.0
12088,61778,Margin of Error,125 percent of poverty level,,,28.0
12089,61778,Margin of Error,150 percent of poverty level,,,35.0
12090,61778,Margin of Error,185 percent of poverty level,,,45.0
12091,61778,Margin of Error,200 percent of poverty level,,,45.0
12092,61778,Margin of Error,300 percent of poverty level,,,63.0
12093,61778,Margin of Error,400 percent of poverty level,,,120.0
12094,61778,Margin of Error,50 percent of poverty level,,,17.0
12095,61778,Margin of Error,500 percent of poverty level,,,124.0
12096,61801,Estimate,125 percent of poverty level,,,9660.0
12097,61801,Estimate,150 percent of poverty level,,,10881.0
12098,61801,Estimate,185 percent of poverty level,,,12947.0
12099,61801,Estimate,200 percent of poverty level,,,13676.0
12100,61801,Estimate,300 percent of poverty level,,,16446.0
12101,61801,Estimate,400 percent of poverty level,,,18410.0
12102,61801,Estimate,50 percent of poverty level,,,5775.0
12103,61801,Estimate,500 percent of poverty level,,,20440.0
12104,61801,Margin of Error,125 percent of poverty level,,,957.0
12105,61801,Margin of Error,150 percent of poverty level,,,991.0
12106,61801,Margin of Error,185 percent of poverty level,,,1061.0
12107,61801,Margin of Error,200 percent of poverty level,,,1077.0
12108,61801,Margin of Error,300 percent of poverty level,,,1056.0
12109,61801,Margin of Error,400 percent of poverty level,,,1045.0
12110,61801,Margin of Error,50 percent of poverty level,,,741.0
12111,61801,Margin of Error,500 percent of poverty level,,,1099.0
12112,61802,Estimate,125 percent of poverty level,,,4115.0
12113,61802,Estimate,150 percent of poverty level,,,4449.0
12114,61802,Estimate,185 percent of poverty level,,,6539.0
12115,61802,Estimate,200 percent of poverty level,,,7007.0
12116,61802,Estimate,300 percent of poverty level,,,10869.0
12117,61802,Estimate,400 percent of poverty level,,,12856.0
12118,61802,Estimate,50 percent of poverty level,,,1894.0
12119,61802,Estimate,500 percent of poverty level,,,14603.0
12120,61802,Margin of Error,125 percent of poverty level,,,684.0
12121,61802,Margin of Error,150 percent of poverty level,,,675.0
12122,61802,Margin of Error,185 percent of poverty level,,,1016.0
12123,61802,Margin of Error,200 percent of poverty level,,,1017.0
12124,61802,Margin of Error,300 percent of poverty level,,,1189.0
12125,61802,Margin of Error,400 percent of poverty level,,,1196.0
12126,61802,Margin of Error,50 percent of poverty level,,,587.0
12127,61802,Margin of Error,500 percent of poverty level,,,1244.0
12128,61810,Estimate,125 percent of poverty level,,,42.0
