,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
10151,61739,Estimate,Employed,139.0,6.3,2202.0
10152,61739,Estimate,Employed Female,89.0,8.8,1013.0
10153,61739,Estimate,Employed Male,50.0,4.2,1189.0
10154,61739,Estimate,Unemployed,18.0,17.3,104.0
10155,61739,Estimate,Unemployed Female,18.0,34.6,52.0
10156,61739,Estimate,Unemployed Male,0.0,0.0,52.0
10157,61739,Margin of Error,Civilian labor force 16 years and over,101.0,4.4,194.0
10158,61739,Margin of Error,Employed,97.0,4.4,193.0
10159,61739,Margin of Error,Employed Female,87.0,8.1,133.0
10160,61739,Margin of Error,Employed Male,45.0,3.8,138.0
10161,61739,Margin of Error,Unemployed,28.0,23.0,64.0
10162,61739,Margin of Error,Unemployed Female,28.0,42.7,45.0
10163,61739,Margin of Error,Unemployed Male,12.0,41.1,41.0
10164,61740,Estimate,Civilian labor force 16 years and over,30.0,3.9,769.0
10165,61740,Estimate,Employed,25.0,3.4,726.0
10166,61740,Estimate,Employed Female,11.0,3.3,336.0
10167,61740,Estimate,Employed Male,14.0,3.6,390.0
10168,61740,Estimate,Unemployed,5.0,11.6,43.0
10169,61740,Estimate,Unemployed Female,5.0,35.7,14.0
10170,61740,Estimate,Unemployed Male,0.0,0.0,29.0
10171,61740,Margin of Error,Civilian labor force 16 years and over,19.0,2.3,152.0
10172,61740,Margin of Error,Employed,18.0,2.5,142.0
10173,61740,Margin of Error,Employed Female,7.0,2.3,76.0
10174,61740,Margin of Error,Employed Male,16.0,3.8,84.0
10175,61740,Margin of Error,Unemployed,6.0,13.0,31.0
10176,61740,Margin of Error,Unemployed Female,6.0,13.4,17.0
10177,61740,Margin of Error,Unemployed Male,12.0,55.1,27.0
10178,61741,Estimate,Civilian labor force 16 years and over,54.0,6.0,894.0
10179,61741,Estimate,Employed,34.0,4.0,859.0
10180,61741,Estimate,Employed Female,19.0,4.0,474.0
10181,61741,Estimate,Employed Male,15.0,3.9,385.0
10182,61741,Estimate,Unemployed,20.0,57.1,35.0
10183,61741,Estimate,Unemployed Female,0.0,0.0,9.0
10184,61741,Estimate,Unemployed Male,20.0,76.9,26.0
10185,61741,Margin of Error,Civilian labor force 16 years and over,28.0,3.1,130.0
10186,61741,Margin of Error,Employed,21.0,2.4,130.0
10187,61741,Margin of Error,Employed Female,12.0,2.6,108.0
10188,61741,Margin of Error,Employed Male,15.0,3.7,50.0
10189,61741,Margin of Error,Unemployed,20.0,34.0,23.0
10190,61741,Margin of Error,Unemployed Female,12.0,98.9,9.0
10191,61741,Margin of Error,Unemployed Male,20.0,33.5,22.0
10192,61742,Estimate,Civilian labor force 16 years and over,19.0,2.9,658.0
10193,61742,Estimate,Employed,10.0,1.6,644.0
10194,61742,Estimate,Employed Female,10.0,3.2,311.0
10195,61742,Estimate,Employed Male,0.0,0.0,333.0
10196,61742,Estimate,Unemployed,9.0,64.3,14.0
10197,61742,Estimate,Unemployed Female,0.0,,0.0
10198,61742,Estimate,Unemployed Male,9.0,64.3,14.0
10199,61742,Margin of Error,Civilian labor force 16 years and over,31.0,4.6,103.0
10200,61742,Margin of Error,Employed,17.0,2.5,98.0
10201,61742,Margin of Error,Employed Female,17.0,5.2,67.0
10202,61742,Margin of Error,Employed Male,12.0,9.3,54.0
10203,61742,Margin of Error,Unemployed,15.0,59.0,16.0
10204,61742,Margin of Error,Unemployed Female,12.0,,12.0
10205,61742,Margin of Error,Unemployed Male,15.0,59.0,16.0
10206,61743,Estimate,Civilian labor force 16 years and over,0.0,0.0,93.0
10207,61743,Estimate,Employed,0.0,0.0,90.0
10208,61743,Estimate,Employed Female,0.0,0.0,42.0
10209,61743,Estimate,Employed Male,0.0,0.0,48.0
10210,61743,Estimate,Unemployed,0.0,0.0,3.0
10211,61743,Estimate,Unemployed Female,0.0,,0.0
10212,61743,Estimate,Unemployed Male,0.0,0.0,3.0
10213,61743,Margin of Error,Civilian labor force 16 years and over,12.0,28.7,38.0
10214,61743,Margin of Error,Employed,12.0,29.4,37.0
10215,61743,Margin of Error,Employed Female,12.0,45.8,17.0
10216,61743,Margin of Error,Employed Male,12.0,42.8,26.0
10217,61743,Margin of Error,Unemployed,12.0,100.0,4.0
10218,61743,Margin of Error,Unemployed Female,12.0,,12.0
10219,61743,Margin of Error,Unemployed Male,12.0,100.0,4.0
10220,61744,Estimate,Civilian labor force 16 years and over,42.0,4.8,870.0
10221,61744,Estimate,Employed,42.0,4.9,865.0
10222,61744,Estimate,Employed Female,33.0,8.6,383.0
10223,61744,Estimate,Employed Male,9.0,1.9,482.0
10224,61744,Estimate,Unemployed,0.0,0.0,5.0
10225,61744,Estimate,Unemployed Female,0.0,0.0,5.0
10226,61744,Estimate,Unemployed Male,0.0,,0.0
10227,61744,Margin of Error,Civilian labor force 16 years and over,36.0,4.1,156.0
10228,61744,Margin of Error,Employed,36.0,4.2,155.0
10229,61744,Margin of Error,Employed Female,32.0,7.7,89.0
10230,61744,Margin of Error,Employed Male,11.0,2.3,92.0
10231,61744,Margin of Error,Unemployed,12.0,100.0,8.0
10232,61744,Margin of Error,Unemployed Female,12.0,100.0,8.0
10233,61744,Margin of Error,Unemployed Male,12.0,,12.0
10234,61745,Estimate,Civilian labor force 16 years and over,38.0,1.7,2238.0
10235,61745,Estimate,Employed,38.0,1.7,2196.0
10236,61745,Estimate,Employed Female,25.0,2.5,1003.0
10237,61745,Estimate,Employed Male,13.0,1.1,1193.0
10238,61745,Estimate,Unemployed,0.0,0.0,42.0
10239,61745,Estimate,Unemployed Female,0.0,0.0,13.0
10240,61745,Estimate,Unemployed Male,0.0,0.0,29.0
10241,61745,Margin of Error,Civilian labor force 16 years and over,30.0,1.3,209.0
10242,61745,Margin of Error,Employed,30.0,1.3,202.0
10243,61745,Margin of Error,Employed Female,21.0,2.1,124.0
10244,61745,Margin of Error,Employed Male,21.0,1.8,132.0
10245,61745,Margin of Error,Unemployed,12.0,45.8,25.0
10246,61745,Margin of Error,Unemployed Female,12.0,82.3,11.0
10247,61745,Margin of Error,Unemployed Male,12.0,55.1,23.0
10248,61747,Estimate,Civilian labor force 16 years and over,21.0,2.7,768.0
10249,61747,Estimate,Employed,16.0,2.2,733.0
10250,61747,Estimate,Employed Female,10.0,2.7,364.0
10251,61747,Estimate,Employed Male,6.0,1.6,369.0
10252,61747,Estimate,Unemployed,5.0,14.3,35.0
10253,61747,Estimate,Unemployed Female,5.0,45.5,11.0
10254,61747,Estimate,Unemployed Male,0.0,0.0,24.0
10255,61747,Margin of Error,Civilian labor force 16 years and over,18.0,2.4,126.0
10256,61747,Margin of Error,Employed,16.0,2.1,123.0
10257,61747,Margin of Error,Employed Female,13.0,3.7,74.0
10258,61747,Margin of Error,Employed Male,9.0,2.3,64.0
10259,61747,Margin of Error,Unemployed,8.0,26.4,20.0
10260,61747,Margin of Error,Unemployed Female,8.0,53.9,10.0
10261,61747,Margin of Error,Unemployed Male,12.0,60.5,21.0
10262,61748,Estimate,Civilian labor force 16 years and over,22.0,1.7,1303.0
10263,61748,Estimate,Employed,22.0,1.7,1261.0
10264,61748,Estimate,Employed Female,4.0,0.7,613.0
10265,61748,Estimate,Employed Male,18.0,2.8,648.0
10266,61748,Estimate,Unemployed,0.0,0.0,42.0
10267,61748,Estimate,Unemployed Female,0.0,0.0,9.0
10268,61748,Estimate,Unemployed Male,0.0,0.0,33.0
10269,61748,Margin of Error,Civilian labor force 16 years and over,22.0,1.7,133.0
10270,61748,Margin of Error,Employed,22.0,1.8,127.0
10271,61748,Margin of Error,Employed Female,6.0,1.0,69.0
10272,61748,Margin of Error,Employed Male,22.0,3.4,89.0
10273,61748,Margin of Error,Unemployed,12.0,45.8,39.0
10274,61748,Margin of Error,Unemployed Female,12.0,98.9,12.0
10275,61748,Margin of Error,Unemployed Male,12.0,51.6,34.0
10276,61749,Estimate,Civilian labor force 16 years and over,16.0,7.0,230.0
10277,61749,Estimate,Employed,3.0,1.4,207.0
10278,61749,Estimate,Employed Female,0.0,0.0,91.0
10279,61749,Estimate,Employed Male,3.0,2.6,116.0
10280,61749,Estimate,Unemployed,13.0,56.5,23.0
10281,61749,Estimate,Unemployed Female,10.0,100.0,10.0
10282,61749,Estimate,Unemployed Male,3.0,23.1,13.0
10283,61749,Margin of Error,Civilian labor force 16 years and over,18.0,7.8,68.0
10284,61749,Margin of Error,Employed,5.0,2.2,65.0
10285,61749,Margin of Error,Employed Female,12.0,29.2,49.0
10286,61749,Margin of Error,Employed Male,5.0,3.9,41.0
10287,61749,Margin of Error,Unemployed,17.0,43.5,21.0
10288,61749,Margin of Error,Unemployed Female,16.0,93.8,16.0
10289,61749,Margin of Error,Unemployed Male,6.0,45.0,12.0
10290,61750,Estimate,Civilian labor force 16 years and over,1.0,1.2,86.0
10291,61750,Estimate,Employed,1.0,1.2,86.0
10292,61750,Estimate,Employed Female,1.0,3.0,33.0
10293,61750,Estimate,Employed Male,0.0,0.0,53.0
10294,61750,Estimate,Unemployed,0.0,,0.0
10295,61750,Estimate,Unemployed Female,0.0,,0.0
10296,61750,Estimate,Unemployed Male,0.0,,0.0
10297,61750,Margin of Error,Civilian labor force 16 years and over,4.0,5.3,49.0
10298,61750,Margin of Error,Employed,4.0,5.3,49.0
10299,61750,Margin of Error,Employed Female,4.0,12.9,26.0
10300,61750,Margin of Error,Employed Male,12.0,40.7,41.0
10301,61750,Margin of Error,Unemployed,12.0,,12.0
10302,61750,Margin of Error,Unemployed Female,12.0,,12.0
10303,61750,Margin of Error,Unemployed Male,12.0,,12.0
10304,61751,Estimate,Civilian labor force 16 years and over,0.0,0.0,56.0
10305,61751,Estimate,Employed,0.0,0.0,48.0
10306,61751,Estimate,Employed Female,0.0,0.0,25.0
10307,61751,Estimate,Employed Male,0.0,0.0,23.0
10308,61751,Estimate,Unemployed,0.0,0.0,8.0
10309,61751,Estimate,Unemployed Female,0.0,0.0,8.0
10310,61751,Estimate,Unemployed Male,0.0,,0.0
10311,61751,Margin of Error,Civilian labor force 16 years and over,12.0,39.6,41.0
10312,61751,Margin of Error,Employed,12.0,42.8,40.0
10313,61751,Margin of Error,Employed Female,12.0,59.3,25.0
10314,61751,Margin of Error,Employed Male,12.0,61.8,19.0
10315,61751,Margin of Error,Unemployed,12.0,100.0,11.0
10316,61751,Margin of Error,Unemployed Female,12.0,100.0,11.0
10317,61751,Margin of Error,Unemployed Male,12.0,,12.0
10318,61752,Estimate,Civilian labor force 16 years and over,129.0,5.8,2237.0
10319,61752,Estimate,Employed,112.0,5.2,2151.0
10320,61752,Estimate,Employed Female,93.0,8.3,1123.0
10321,61752,Estimate,Employed Male,19.0,1.8,1028.0
10322,61752,Estimate,Unemployed,17.0,19.8,86.0
10323,61752,Estimate,Unemployed Female,0.0,0.0,31.0
10324,61752,Estimate,Unemployed Male,17.0,30.9,55.0
10325,61752,Margin of Error,Civilian labor force 16 years and over,63.0,2.9,208.0
10326,61752,Margin of Error,Employed,58.0,2.8,210.0
10327,61752,Margin of Error,Employed Female,54.0,4.7,136.0
10328,61752,Margin of Error,Employed Male,19.0,1.8,155.0
10329,61752,Margin of Error,Unemployed,20.0,23.6,62.0
10330,61752,Margin of Error,Unemployed Female,12.0,53.3,35.0
10331,61752,Margin of Error,Unemployed Male,20.0,34.0,37.0
10332,61753,Estimate,Civilian labor force 16 years and over,42.0,2.6,1591.0
10333,61753,Estimate,Employed,29.0,1.9,1532.0
10334,61753,Estimate,Employed Female,29.0,4.0,734.0
10335,61753,Estimate,Employed Male,0.0,0.0,798.0
10336,61753,Estimate,Unemployed,13.0,22.0,59.0
10337,61753,Estimate,Unemployed Female,7.0,18.4,38.0
10338,61753,Estimate,Unemployed Male,6.0,28.6,21.0
10339,61753,Margin of Error,Civilian labor force 16 years and over,25.0,1.7,328.0
10340,61753,Margin of Error,Employed,22.0,1.5,325.0
10341,61753,Margin of Error,Employed Female,22.0,3.1,162.0
10342,61753,Margin of Error,Employed Male,12.0,4.0,191.0
10343,61753,Margin of Error,Unemployed,14.0,20.2,28.0
10344,61753,Margin of Error,Unemployed Female,10.0,24.6,22.0
10345,61753,Margin of Error,Unemployed Male,9.0,38.8,19.0
10346,61754,Estimate,Civilian labor force 16 years and over,24.0,3.9,615.0
10347,61754,Estimate,Employed,22.0,3.8,583.0
10348,61754,Estimate,Employed Female,12.0,3.8,314.0
10349,61754,Estimate,Employed Male,10.0,3.7,269.0
10350,61754,Estimate,Unemployed,2.0,6.3,32.0
10351,61754,Estimate,Unemployed Female,0.0,0.0,4.0
10352,61754,Estimate,Unemployed Male,2.0,7.1,28.0
10353,61754,Margin of Error,Civilian labor force 16 years and over,19.0,3.0,151.0
10354,61754,Margin of Error,Employed,18.0,3.1,138.0
10355,61754,Margin of Error,Employed Female,13.0,4.1,88.0
10356,61754,Margin of Error,Employed Male,12.0,4.6,77.0
10357,61754,Margin of Error,Unemployed,3.0,13.1,29.0
10358,61754,Margin of Error,Unemployed Female,12.0,100.0,5.0
10359,61754,Margin of Error,Unemployed Male,3.0,15.0,28.0
10360,61755,Estimate,Civilian labor force 16 years and over,76.0,2.9,2577.0
10361,61755,Estimate,Employed,69.0,2.8,2495.0
10362,61755,Estimate,Employed Female,63.0,5.3,1190.0
10363,61755,Estimate,Employed Male,6.0,0.5,1305.0
10364,61755,Estimate,Unemployed,7.0,8.5,82.0
10365,61755,Estimate,Unemployed Female,7.0,53.8,13.0
10366,61755,Estimate,Unemployed Male,0.0,0.0,69.0
10367,61755,Margin of Error,Civilian labor force 16 years and over,41.0,1.6,231.0
10368,61755,Margin of Error,Employed,42.0,1.7,218.0
10369,61755,Margin of Error,Employed Female,42.0,3.5,144.0
10370,61755,Margin of Error,Employed Male,7.0,0.6,134.0
10371,61755,Margin of Error,Unemployed,7.0,13.1,73.0
10372,61755,Margin of Error,Unemployed Female,7.0,40.2,10.0
10373,61755,Margin of Error,Unemployed Male,12.0,35.4,71.0
10374,61756,Estimate,Civilian labor force 16 years and over,41.0,3.6,1139.0
10375,61756,Estimate,Employed,38.0,3.4,1123.0
10376,61756,Estimate,Employed Female,30.0,6.0,502.0
10377,61756,Estimate,Employed Male,8.0,1.3,621.0
10378,61756,Estimate,Unemployed,3.0,18.8,16.0
10379,61756,Estimate,Unemployed Female,0.0,,0.0
10380,61756,Estimate,Unemployed Male,3.0,18.8,16.0
10381,61756,Margin of Error,Civilian labor force 16 years and over,29.0,2.6,166.0
10382,61756,Margin of Error,Employed,28.0,2.5,164.0
10383,61756,Margin of Error,Employed Female,22.0,4.4,97.0
10384,61756,Margin of Error,Employed Male,10.0,1.6,123.0
10385,61756,Margin of Error,Unemployed,4.0,28.4,12.0
10386,61756,Margin of Error,Unemployed Female,12.0,,12.0
10387,61756,Margin of Error,Unemployed Male,4.0,28.4,12.0
10388,61759,Estimate,Civilian labor force 16 years and over,38.0,4.6,832.0
10389,61759,Estimate,Employed,31.0,3.8,814.0
10390,61759,Estimate,Employed Female,24.0,6.5,372.0
10391,61759,Estimate,Employed Male,7.0,1.6,442.0
10392,61759,Estimate,Unemployed,7.0,38.9,18.0
10393,61759,Estimate,Unemployed Female,0.0,,0.0
10394,61759,Estimate,Unemployed Male,7.0,38.9,18.0
10395,61759,Margin of Error,Civilian labor force 16 years and over,32.0,3.9,173.0
10396,61759,Margin of Error,Employed,29.0,3.7,174.0
10397,61759,Margin of Error,Employed Female,21.0,5.8,100.0
10398,61759,Margin of Error,Employed Male,11.0,2.7,92.0
10399,61759,Margin of Error,Unemployed,12.0,46.5,13.0
10400,61759,Margin of Error,Unemployed Female,12.0,,12.0
10401,61759,Margin of Error,Unemployed Male,12.0,46.5,13.0
10402,61760,Estimate,Civilian labor force 16 years and over,49.0,4.1,1201.0
10403,61760,Estimate,Employed,42.0,3.8,1115.0
10404,61760,Estimate,Employed Female,38.0,8.2,462.0
10405,61760,Estimate,Employed Male,4.0,0.6,653.0
10406,61760,Estimate,Unemployed,7.0,8.1,86.0
10407,61760,Estimate,Unemployed Female,3.0,16.7,18.0
10408,61760,Estimate,Unemployed Male,4.0,5.9,68.0
10409,61760,Margin of Error,Civilian labor force 16 years and over,37.0,3.0,152.0
10410,61760,Margin of Error,Employed,36.0,3.2,135.0
10411,61760,Margin of Error,Employed Female,35.0,7.3,65.0
10412,61760,Margin of Error,Employed Male,7.0,1.1,98.0
10413,61760,Margin of Error,Unemployed,9.0,15.7,69.0
10414,61760,Margin of Error,Unemployed Female,6.0,27.2,15.0
10415,61760,Margin of Error,Unemployed Male,7.0,14.8,69.0
10416,61761,Estimate,Civilian labor force 16 years and over,5172.0,19.3,26846.0
10417,61761,Estimate,Employed,4611.0,17.9,25822.0
10418,61761,Estimate,Employed Female,2893.0,22.0,13173.0
10419,61761,Estimate,Employed Male,1718.0,13.6,12649.0
10420,61761,Estimate,Unemployed,561.0,54.8,1024.0
10421,61761,Estimate,Unemployed Female,384.0,64.3,597.0
10422,61761,Estimate,Unemployed Male,177.0,41.5,427.0
10423,61761,Margin of Error,Civilian labor force 16 years and over,722.0,2.4,1024.0
10424,61761,Margin of Error,Employed,651.0,2.2,1072.0
10425,61761,Margin of Error,Employed Female,552.0,3.5,753.0
10426,61761,Margin of Error,Employed Male,373.0,2.7,761.0
10427,61761,Margin of Error,Unemployed,274.0,17.2,313.0
10428,61761,Margin of Error,Unemployed Female,256.0,21.9,269.0
10429,61761,Margin of Error,Unemployed Male,108.0,21.1,175.0
10430,61764,Estimate,Civilian labor force 16 years and over,459.0,7.5,6118.0
10431,61764,Estimate,Employed,378.0,6.6,5768.0
10432,61764,Estimate,Employed Female,282.0,9.8,2890.0
10433,61764,Estimate,Employed Male,96.0,3.3,2878.0
10434,61764,Estimate,Unemployed,81.0,23.1,350.0
10435,61764,Estimate,Unemployed Female,29.0,17.4,167.0
10436,61764,Estimate,Unemployed Male,52.0,28.4,183.0
10437,61764,Margin of Error,Civilian labor force 16 years and over,141.0,2.2,424.0
10438,61764,Margin of Error,Employed,121.0,2.1,378.0
10439,61764,Margin of Error,Employed Female,102.0,3.6,279.0
10440,61764,Margin of Error,Employed Male,63.0,2.2,204.0
10441,61764,Margin of Error,Unemployed,63.0,14.6,134.0
10442,61764,Margin of Error,Unemployed Female,35.0,18.1,86.0
10443,61764,Margin of Error,Unemployed Male,49.0,23.2,94.0
10444,61769,Estimate,Civilian labor force 16 years and over,37.0,13.3,278.0
10445,61769,Estimate,Employed,26.0,10.2,256.0
10446,61769,Estimate,Employed Female,19.0,19.2,99.0
10447,61769,Estimate,Employed Male,7.0,4.5,157.0
10448,61769,Estimate,Unemployed,11.0,50.0,22.0
10449,61769,Estimate,Unemployed Female,10.0,100.0,10.0
10450,61769,Estimate,Unemployed Male,1.0,8.3,12.0
10451,61769,Margin of Error,Civilian labor force 16 years and over,29.0,9.5,72.0
10452,61769,Margin of Error,Employed,22.0,8.3,66.0
10453,61769,Margin of Error,Employed Female,20.0,16.8,41.0
10454,61769,Margin of Error,Employed Male,11.0,6.8,45.0
10455,61769,Margin of Error,Unemployed,13.0,37.1,18.0
10456,61769,Margin of Error,Unemployed Female,12.0,93.8,12.0
10457,61769,Margin of Error,Unemployed Male,2.0,24.3,12.0
10458,61770,Estimate,Civilian labor force 16 years and over,41.0,7.5,547.0
10459,61770,Estimate,Employed,27.0,5.2,521.0
10460,61770,Estimate,Employed Female,22.0,8.7,252.0
10461,61770,Estimate,Employed Male,5.0,1.9,269.0
10462,61770,Estimate,Unemployed,14.0,53.8,26.0
10463,61770,Estimate,Unemployed Female,2.0,40.0,5.0
10464,61770,Estimate,Unemployed Male,12.0,57.1,21.0
10465,61770,Margin of Error,Civilian labor force 16 years and over,31.0,5.1,95.0
10466,61770,Margin of Error,Employed,27.0,4.8,91.0
10467,61770,Margin of Error,Employed Female,26.0,9.6,60.0
10468,61770,Margin of Error,Employed Male,7.0,2.5,50.0
10469,61770,Margin of Error,Unemployed,14.0,35.0,17.0
10470,61770,Margin of Error,Unemployed Female,3.0,60.0,5.0
10471,61770,Margin of Error,Unemployed Male,13.0,38.0,16.0
10472,61771,Estimate,Civilian labor force 16 years and over,13.0,4.1,317.0
10473,61771,Estimate,Employed,9.0,3.0,298.0
10474,61771,Estimate,Employed Female,6.0,4.3,139.0
10475,61771,Estimate,Employed Male,3.0,1.9,159.0
10476,61771,Estimate,Unemployed,4.0,21.1,19.0
10477,61771,Estimate,Unemployed Female,4.0,44.4,9.0
10478,61771,Estimate,Unemployed Male,0.0,0.0,10.0
10479,61771,Margin of Error,Civilian labor force 16 years and over,15.0,4.7,90.0
10480,61771,Margin of Error,Employed,11.0,3.4,89.0
10481,61771,Margin of Error,Employed Female,9.0,6.7,49.0
10482,61771,Margin of Error,Employed Male,4.0,2.2,47.0
10483,61771,Margin of Error,Unemployed,6.0,31.4,13.0
10484,61771,Margin of Error,Unemployed Female,6.0,49.9,8.0
10485,61771,Margin of Error,Unemployed Male,12.0,93.8,10.0
10486,61772,Estimate,Civilian labor force 16 years and over,0.0,0.0,145.0
10487,61772,Estimate,Employed,0.0,0.0,145.0
10488,61772,Estimate,Employed Female,0.0,0.0,80.0
10489,61772,Estimate,Employed Male,0.0,0.0,65.0
10490,61772,Estimate,Unemployed,0.0,,0.0
10491,61772,Estimate,Unemployed Female,0.0,,0.0
10492,61772,Estimate,Unemployed Male,0.0,,0.0
10493,61772,Margin of Error,Civilian labor force 16 years and over,12.0,19.9,68.0
10494,61772,Margin of Error,Employed,12.0,19.9,68.0
10495,61772,Margin of Error,Employed Female,12.0,32.1,41.0
10496,61772,Margin of Error,Employed Male,12.0,36.7,37.0
10497,61772,Margin of Error,Unemployed,12.0,,12.0
10498,61772,Margin of Error,Unemployed Female,12.0,,12.0
10499,61772,Margin of Error,Unemployed Male,12.0,,12.0
10500,61773,Estimate,Civilian labor force 16 years and over,9.0,5.8,154.0
10501,61773,Estimate,Employed,8.0,5.3,150.0
10502,61773,Estimate,Employed Female,2.0,3.6,56.0
10503,61773,Estimate,Employed Male,6.0,6.4,94.0
10504,61773,Estimate,Unemployed,1.0,25.0,4.0
10505,61773,Estimate,Unemployed Female,0.0,0.0,3.0
10506,61773,Estimate,Unemployed Male,1.0,100.0,1.0
10507,61773,Margin of Error,Civilian labor force 16 years and over,7.0,5.0,42.0
10508,61773,Margin of Error,Employed,7.0,4.9,42.0
10509,61773,Margin of Error,Employed Female,3.0,6.0,23.0
10510,61773,Margin of Error,Employed Male,6.0,6.8,28.0
10511,61773,Margin of Error,Unemployed,2.0,55.4,4.0
10512,61773,Margin of Error,Unemployed Female,12.0,100.0,4.0
10513,61773,Margin of Error,Unemployed Male,2.0,100.0,2.0
10514,61774,Estimate,Civilian labor force 16 years and over,42.0,7.5,558.0
10515,61774,Estimate,Employed,27.0,5.2,519.0
10516,61774,Estimate,Employed Female,9.0,4.4,204.0
10517,61774,Estimate,Employed Male,18.0,5.7,315.0
10518,61774,Estimate,Unemployed,15.0,38.5,39.0
10519,61774,Estimate,Unemployed Female,11.0,57.9,19.0
10520,61774,Estimate,Unemployed Male,4.0,20.0,20.0
10521,61774,Margin of Error,Civilian labor force 16 years and over,27.0,4.6,113.0
10522,61774,Margin of Error,Employed,17.0,3.4,100.0
10523,61774,Margin of Error,Employed Female,10.0,4.8,50.0
10524,61774,Margin of Error,Employed Male,13.0,4.3,73.0
10525,61774,Margin of Error,Unemployed,17.0,35.0,26.0
10526,61774,Margin of Error,Unemployed Female,15.0,52.1,20.0
10527,61774,Margin of Error,Unemployed Male,7.0,34.5,16.0
10528,61775,Estimate,Civilian labor force 16 years and over,13.0,7.6,171.0
10529,61775,Estimate,Employed,13.0,7.6,171.0
10530,61775,Estimate,Employed Female,7.0,8.4,83.0
10531,61775,Estimate,Employed Male,6.0,6.8,88.0
10532,61775,Estimate,Unemployed,0.0,,0.0
10533,61775,Estimate,Unemployed Female,0.0,,0.0
10534,61775,Estimate,Unemployed Male,0.0,,0.0
10535,61775,Margin of Error,Civilian labor force 16 years and over,11.0,6.2,62.0
10536,61775,Margin of Error,Employed,11.0,6.2,62.0
10537,61775,Margin of Error,Employed Female,8.0,9.5,32.0
10538,61775,Margin of Error,Employed Male,7.0,7.9,35.0
10539,61775,Margin of Error,Unemployed,12.0,,12.0
10540,61775,Margin of Error,Unemployed Female,12.0,,12.0
10541,61775,Margin of Error,Unemployed Male,12.0,,12.0
10542,61776,Estimate,Civilian labor force 16 years and over,10.0,1.4,707.0
10543,61776,Estimate,Employed,10.0,1.4,703.0
10544,61776,Estimate,Employed Female,4.0,1.4,288.0
10545,61776,Estimate,Employed Male,6.0,1.4,415.0
10546,61776,Estimate,Unemployed,0.0,0.0,4.0
10547,61776,Estimate,Unemployed Female,0.0,0.0,2.0
10548,61776,Estimate,Unemployed Male,0.0,0.0,2.0
10549,61776,Margin of Error,Civilian labor force 16 years and over,10.0,1.4,212.0
10550,61776,Margin of Error,Employed,10.0,1.4,212.0
10551,61776,Margin of Error,Employed Female,5.0,1.6,114.0
10552,61776,Margin of Error,Employed Male,6.0,1.6,110.0
10553,61776,Margin of Error,Unemployed,12.0,100.0,5.0
10554,61776,Margin of Error,Unemployed Female,12.0,100.0,4.0
10555,61776,Margin of Error,Unemployed Male,12.0,100.0,4.0
10556,61777,Estimate,Civilian labor force 16 years and over,10.0,1.6,636.0
10557,61777,Estimate,Employed,5.0,0.8,626.0
10558,61777,Estimate,Employed Female,5.0,1.6,316.0
10559,61777,Estimate,Employed Male,0.0,0.0,310.0
10560,61777,Estimate,Unemployed,5.0,50.0,10.0
10561,61777,Estimate,Unemployed Female,4.0,80.0,5.0
10562,61777,Estimate,Unemployed Male,1.0,20.0,5.0
10563,61777,Margin of Error,Civilian labor force 16 years and over,8.0,1.4,162.0
10564,61777,Margin of Error,Employed,5.0,0.9,162.0
10565,61777,Margin of Error,Employed Female,5.0,1.8,100.0
10566,61777,Margin of Error,Employed Male,12.0,9.9,79.0
10567,61777,Margin of Error,Unemployed,6.0,37.5,9.0
10568,61777,Margin of Error,Unemployed Female,5.0,51.9,6.0
10569,61777,Margin of Error,Unemployed Male,3.0,58.9,6.0
10570,61778,Estimate,Civilian labor force 16 years and over,1.0,0.3,323.0
10571,61778,Estimate,Employed,0.0,0.0,304.0
10572,61778,Estimate,Employed Female,0.0,0.0,140.0
10573,61778,Estimate,Employed Male,0.0,0.0,164.0
10574,61778,Estimate,Unemployed,1.0,5.3,19.0
10575,61778,Estimate,Unemployed Female,0.0,0.0,12.0
10576,61778,Estimate,Unemployed Male,1.0,14.3,7.0
10577,61778,Margin of Error,Civilian labor force 16 years and over,2.0,0.6,87.0
10578,61778,Margin of Error,Employed,12.0,10.1,82.0
10579,61778,Margin of Error,Employed Female,12.0,20.5,42.0
10580,61778,Margin of Error,Employed Male,12.0,17.9,51.0
10581,61778,Margin of Error,Unemployed,2.0,10.9,16.0
10582,61778,Margin of Error,Unemployed Female,12.0,85.6,13.0
10583,61778,Margin of Error,Unemployed Male,2.0,38.6,11.0
10584,61801,Estimate,Civilian labor force 16 years and over,3168.0,22.4,14161.0
10585,61801,Estimate,Employed,2545.0,19.0,13370.0
10586,61801,Estimate,Employed Female,1339.0,20.8,6423.0
10587,61801,Estimate,Employed Male,1206.0,17.4,6947.0
10588,61801,Estimate,Unemployed,623.0,78.8,791.0
10589,61801,Estimate,Unemployed Female,272.0,78.2,348.0
10590,61801,Estimate,Unemployed Male,351.0,79.2,443.0
10591,61801,Margin of Error,Civilian labor force 16 years and over,556.0,3.3,964.0
10592,61801,Margin of Error,Employed,534.0,3.4,958.0
10593,61801,Margin of Error,Employed Female,315.0,4.1,666.0
10594,61801,Margin of Error,Employed Male,420.0,5.2,698.0
10595,61801,Margin of Error,Unemployed,204.0,12.4,235.0
